issue_id,project_id,task_id,issue_type,severity,reported_date,resolved_date,approval_delay_days,issue_status
1012,1,10127,Safety,Medium,2023-10-10,,25,Closed
1013,8,11586,RFI,Medium,2022-11-17,,14,Open
1014,12,12468,NCR,Low,2023-07-14,,1,Closed
1015,26,15393,RFI,Medium,2022-02-27,,8,Open
1016,20,14139,NCR,Medium,2024-04-23,,12,Closed
1017,7,11321,RFI,High,2023-12-01,,8,Closed
1018,28,15711,NCR,High,2023-01-10,,10,Closed
1019,10,12056,RFI,High,2022-07-13,,4,Closed
1020,12,12367,Safety,High,2024-04-22,,18,Open
1021,17,13354,NCR,Medium,2023-04-22,,8,Closed
1022,23,14628,RFI,High,2023-07-05,,21,Closed
1023,12,12411,Safety,Low,2024-05-26,,11,Closed
1024,7,11458,Safety,Low,2023-04-23,,15,Closed
1025,2,10371,Safety,Low,2022-12-20,,12,Closed
1026,2,10286,RFI,Low,2022-05-22,,24,Closed
1027,1,10096,NCR,Low,2022-12-29,,16,Closed
1028,14,12754,RFI,Low,2023-04-05,,1,Open
1029,7,11342,NCR,Low,2023-08-27,,5,Open
1030,17,13391,NCR,Low,2022-06-08,,25,Closed
1031,6,11128,RFI,Medium,2024-04-07,,22,Closed
1032,1,10172,Safety,High,2022-11-27,,15,Closed
1033,9,11755,RFI,Low,2022-03-22,,22,Open
1034,6,11079,NCR,Low,2024-04-12,,21,Closed
1035,5,11004,NCR,High,2023-09-03,,14,Closed
1036,11,12334,Safety,Low,2023-08-13,,4,Open
1037,25,15138,NCR,Low,2023-12-22,,24,Open
1038,6,11091,RFI,Low,2022-05-01,,8,Closed
1039,16,13193,NCR,Medium,2022-11-22,,11,Open
1040,11,12223,NCR,Medium,2023-03-06,,19,Closed
1041,2,10251,NCR,Low,2023-01-26,,5,Closed
1042,20,14011,RFI,Low,2022-12-13,,20,Open
1043,14,12897,NCR,High,2023-08-13,,8,Closed
1044,26,15292,Safety,Low,2022-04-28,,15,Open
1045,1,10049,RFI,High,2023-04-29,,9,Closed
1046,1,10112,NCR,High,2023-08-01,,14,Closed
1047,21,14190,RFI,High,2022-04-30,,16,Closed
1048,5,10951,RFI,High,2023-07-25,,23,Closed
1049,1,10194,RFI,Low,2023-05-25,,16,Closed
1050,11,12274,RFI,Low,2022-07-26,,23,Closed
1051,3,10613,RFI,Medium,2022-09-13,,21,Open
1052,28,15614,RFI,High,2023-03-25,,2,Open
1053,12,12418,RFI,Low,2024-01-09,,1,Open
1054,1,10153,Safety,Medium,2022-07-18,,14,Open
1055,1,10110,RFI,High,2023-05-16,,14,Open
1056,25,15159,RFI,High,2022-12-19,,20,Closed
1057,4,10673,Safety,Low,2022-06-30,,23,Closed
1058,10,12114,RFI,High,2022-09-04,,9,Open
1059,8,11708,Safety,Low,2022-08-06,,16,Closed
1060,27,15458,NCR,Medium,2022-11-22,,23,Open
1061,27,15572,NCR,High,2023-02-23,,9,Open
1062,10,12109,NCR,Low,2022-12-26,,19,Closed
1063,19,13845,Safety,High,2023-12-19,,8,Open
1064,11,12144,Safety,Low,2023-02-24,,7,Open
1065,7,11421,NCR,High,2023-01-03,,25,Open
1066,26,15231,RFI,Low,2022-07-16,,7,Closed
1067,21,14364,RFI,Low,2022-03-02,,4,Open
1068,6,11190,NCR,Low,2022-02-23,,8,Closed
1069,8,11674,Safety,High,2023-10-25,,25,Open
1070,19,13804,Safety,High,2023-04-02,,8,Open
1071,11,12220,Safety,High,2022-10-26,,2,Closed
1072,24,14946,RFI,High,2022-05-02,,5,Closed
1073,15,13034,NCR,High,2022-10-25,,3,Open
1074,16,13250,Safety,High,2023-04-12,,7,Closed
1075,6,11247,RFI,Low,2024-01-18,,8,Closed
1076,16,13237,Safety,Medium,2022-10-14,,5,Closed
1077,5,10883,RFI,Low,2023-10-10,,24,Closed
1078,25,15083,NCR,High,2023-11-16,,11,Open
1079,3,10568,Safety,Low,2022-09-27,,16,Open
1080,13,12555,RFI,Low,2023-04-15,,15,Open
1081,9,11858,NCR,Low,2023-06-02,,25,Closed
1082,27,15429,RFI,High,2023-04-19,,3,Open
1083,23,14718,NCR,Low,2023-03-05,,17,Open
1084,17,13388,NCR,Medium,2023-02-02,,16,Closed
1085,2,10316,NCR,Medium,2023-09-19,,15,Open
1086,12,12514,Safety,High,2024-04-20,,24,Open
1087,6,11114,Safety,Medium,2023-03-06,,18,Open
1088,20,14098,NCR,Medium,2024-04-13,,19,Closed
1089,26,15379,RFI,High,2022-08-02,,11,Open
1090,19,13907,Safety,Low,2023-10-12,,8,Closed
1091,6,11264,Safety,Low,2023-06-17,,5,Open
1092,6,11245,Safety,Low,2023-02-17,,18,Open
1093,7,11395,Safety,High,2023-08-19,,10,Closed
1094,6,11236,RFI,Low,2022-09-04,,14,Closed
1095,22,14555,Safety,High,2022-08-30,,1,Closed
1096,16,13257,RFI,Low,2022-09-28,,21,Open
1097,28,15643,Safety,High,2022-07-23,,2,Closed
1098,11,12308,NCR,Medium,2024-02-06,,22,Open
1099,8,11701,NCR,High,2023-09-28,,12,Open
1100,15,13007,RFI,High,2023-04-22,,22,Open
1101,11,12173,NCR,Low,2023-05-22,,5,Closed
1102,12,12374,RFI,High,2024-03-29,,11,Open
1103,20,13970,NCR,Medium,2023-10-20,,7,Closed
1104,5,10930,NCR,Medium,2023-11-20,,7,Closed
1105,4,10749,NCR,Low,2023-04-10,,10,Closed
1106,20,14049,RFI,Medium,2022-12-11,,20,Closed
1107,25,15121,NCR,Medium,2023-07-31,,23,Open
1108,18,13667,NCR,High,2023-03-22,,0,Open
1109,18,13665,Safety,Low,2022-09-15,,24,Open
1110,5,11058,Safety,Low,2022-06-18,,14,Open
1111,19,13945,RFI,Medium,2022-08-11,,20,Closed
1112,24,14925,NCR,Medium,2022-03-07,,17,Closed
1113,13,12610,NCR,High,2022-06-02,,24,Open
1114,22,14449,RFI,High,2022-02-24,,25,Open
1115,2,10230,Safety,Medium,2022-09-12,,6,Closed
1116,17,13474,RFI,Low,2023-05-15,,10,Closed
1117,21,14296,RFI,Low,2023-07-20,,5,Closed
1118,20,14083,Safety,Low,2022-10-19,,14,Closed
1119,14,12756,Safety,Low,2023-08-04,,8,Open
1120,9,11875,Safety,Medium,2023-02-14,,17,Closed
1121,16,13285,RFI,Medium,2023-05-05,,2,Open
1122,20,14014,RFI,Low,2023-08-10,,12,Closed
1123,13,12681,RFI,Medium,2023-04-07,,3,Open
1124,17,13448,RFI,High,2023-02-23,,22,Closed
1125,16,13183,RFI,Medium,2022-06-20,,2,Closed
1126,3,10595,NCR,High,2023-02-13,,8,Open
1127,9,11876,NCR,High,2022-12-29,,1,Open
1128,11,12174,RFI,High,2022-05-07,,22,Open
1129,8,11630,NCR,Low,2023-05-22,,0,Open
1130,25,14986,NCR,High,2022-12-20,,5,Closed
1131,6,11277,Safety,Medium,2023-06-20,,10,Closed
1132,24,14855,RFI,High,2022-06-04,,16,Open
1133,23,14742,NCR,Medium,2022-08-12,,17,Open
1134,8,11676,RFI,Low,2023-11-18,,25,Open
1135,17,13447,Safety,High,2022-11-18,,5,Closed
1136,4,10800,Safety,Low,2023-08-21,,15,Open
1137,9,11864,RFI,High,2023-09-26,,11,Open
1138,6,11147,Safety,High,2022-02-27,,13,Open
1139,4,10732,NCR,Medium,2023-04-05,,4,Open
1140,18,13627,RFI,Medium,2023-08-27,,3,Open
1141,15,13076,Safety,Medium,2022-07-04,,11,Open
1142,10,12016,Safety,High,2022-09-09,,0,Open
1143,15,13020,RFI,Medium,2022-03-10,,23,Open
1144,6,11130,NCR,High,2023-05-04,,6,Closed
1145,17,13453,Safety,High,2022-08-03,,16,Closed
1146,6,11179,Safety,High,2023-12-14,,2,Closed
1147,13,12632,RFI,Medium,2023-02-23,,8,Closed
1148,15,12943,RFI,Medium,2023-03-30,,19,Open
1149,12,12414,Safety,Medium,2024-03-15,,18,Closed
1150,1,10181,NCR,Low,2022-09-15,,12,Closed
1151,1,10025,Safety,Low,2022-04-15,,10,Open
1152,23,14579,NCR,High,2022-12-23,,12,Closed
1153,6,11183,RFI,High,2024-03-17,,5,Open
1154,11,12186,Safety,Low,2022-06-10,,24,Open
1155,14,12929,Safety,Low,2023-07-10,,4,Closed
1156,3,10432,RFI,Low,2024-04-24,,1,Open
1157,8,11709,NCR,Medium,2023-02-20,,24,Open
1158,3,10570,RFI,High,2024-03-24,,12,Closed
1159,17,13436,NCR,High,2023-05-01,,10,Closed
1160,12,12452,Safety,Low,2022-10-22,,16,Closed
1161,14,12854,NCR,Low,2022-11-20,,11,Open
1162,15,13114,NCR,Low,2023-12-17,,22,Closed
1163,28,15731,NCR,High,2023-07-10,,9,Open
1164,19,13748,Safety,High,2023-04-12,,9,Closed
1165,23,14694,RFI,High,2022-11-05,,23,Open
1166,25,15056,Safety,Low,2022-10-01,,13,Open
1167,10,12039,NCR,Low,2022-06-05,,1,Closed
1168,27,15452,RFI,High,2022-11-04,,17,Closed
1169,10,11986,Safety,Low,2023-07-02,,2,Closed
1170,21,14263,NCR,Low,2022-09-21,,25,Open
1171,22,14417,Safety,Medium,2022-02-14,,14,Open
1172,7,11330,Safety,High,2023-12-11,,9,Open
1173,1,10133,Safety,Low,2023-09-14,,17,Closed
1174,6,11284,NCR,Medium,2023-12-13,,4,Closed
1175,26,15306,NCR,Low,2023-04-08,,12,Closed
1176,8,11515,Safety,High,2023-06-14,,15,Closed
1177,20,14106,Safety,High,2024-06-29,,1,Open
1178,27,15515,NCR,Low,2022-12-08,,5,Closed
1179,6,11097,Safety,Low,2022-09-03,,11,Closed
1180,16,13307,Safety,Medium,2023-04-10,,4,Open
1181,25,15158,Safety,High,2022-07-03,,17,Open
1182,10,12044,NCR,Low,2022-12-27,,19,Open
1183,28,15617,NCR,Medium,2023-11-19,,23,Open
1184,13,12537,Safety,High,2022-06-09,,11,Closed
1185,27,15517,RFI,Medium,2023-01-18,,24,Open
1186,15,13041,RFI,Low,2023-01-29,,22,Closed
1187,3,10427,Safety,High,2022-08-28,,24,Closed
1188,20,14147,NCR,Low,2023-02-04,,5,Open
1189,14,12811,RFI,High,2023-12-16,,7,Closed
1190,18,13664,Safety,Low,2024-01-22,,8,Open
1191,22,14546,RFI,High,2022-12-14,,4,Closed
1192,18,13611,Safety,High,2023-03-03,,9,Closed
1193,8,11524,RFI,High,2023-04-05,,11,Open
1194,20,14047,Safety,Medium,2024-01-26,,25,Closed
1195,13,12606,NCR,Low,2022-06-09,,5,Open
1196,4,10842,Safety,Medium,2023-01-22,,19,Open
1197,23,14692,RFI,Low,2022-12-19,,7,Open
1198,17,13398,RFI,Medium,2022-03-30,,14,Closed
1199,8,11539,Safety,High,2023-09-09,,7,Open
1200,1,10132,RFI,Low,2022-04-24,,14,Open
1201,6,11164,RFI,Low,2022-11-04,,5,Closed
1202,6,11273,NCR,Low,2022-09-30,,15,Closed
1203,2,10246,RFI,High,2022-08-23,,4,Closed
1204,23,14700,RFI,Medium,2023-03-08,,4,Closed
1205,13,12712,RFI,High,2022-09-11,,9,Open
1206,19,13867,NCR,High,2022-06-01,,24,Open
1207,11,12126,NCR,High,2023-12-06,,11,Closed
1208,28,15712,Safety,Medium,2023-10-23,,8,Closed
1209,11,12272,NCR,Medium,2023-02-11,,8,Open
1210,28,15672,RFI,High,2022-12-11,,10,Closed
1211,13,12630,NCR,Low,2022-08-11,,3,Closed
1212,6,11168,NCR,Low,2024-01-24,,2,Open
1213,6,11228,RFI,High,2023-02-21,,20,Open
1214,18,13554,RFI,Medium,2023-11-20,,14,Open
1215,14,12821,NCR,Medium,2023-08-23,,1,Closed
1216,1,10119,Safety,Medium,2023-03-04,,24,Closed
1217,9,11758,RFI,Medium,2024-02-11,,0,Open
1218,11,12209,RFI,Low,2022-12-09,,13,Closed
1219,1,10090,Safety,Medium,2022-10-19,,22,Closed
1220,18,13644,Safety,Low,2024-06-12,,11,Closed
1221,10,12058,NCR,Low,2023-06-14,,25,Closed
1222,24,14944,Safety,Medium,2022-04-09,,22,Open
1223,7,11436,Safety,High,2023-02-04,,18,Open
1224,3,10589,Safety,Low,2022-10-12,,7,Closed
1225,26,15205,Safety,High,2022-07-15,,13,Closed
1226,15,12949,RFI,High,2023-04-30,,13,Open
1227,23,14586,NCR,High,2023-02-03,,3,Open
1228,6,11107,RFI,High,2022-09-23,,11,Open
1229,24,14789,Safety,Medium,2022-05-26,,18,Closed
1230,4,10682,Safety,High,2023-01-01,,23,Closed
1231,4,10709,Safety,Medium,2022-08-29,,12,Closed
1232,19,13782,NCR,Low,2022-12-06,,16,Closed
1233,9,11808,Safety,Low,2023-10-20,,10,Closed
1234,13,12685,NCR,High,2022-07-01,,24,Open
1235,3,10413,RFI,Low,2023-05-28,,16,Open
1236,28,15629,Safety,High,2023-07-22,,6,Closed
1237,8,11719,Safety,Low,2023-04-29,,10,Open
1238,7,11435,Safety,Low,2024-01-09,,22,Open
1239,5,10978,RFI,High,2023-05-13,,3,Closed
1240,24,14870,Safety,High,2022-09-06,,7,Closed
1241,19,13836,NCR,Low,2023-01-08,,13,Open
1242,24,14899,NCR,Low,2023-12-22,,3,Open
1243,28,15701,Safety,High,2023-09-18,,18,Open
1244,13,12588,NCR,Low,2023-02-22,,11,Closed
1245,16,13232,Safety,Low,2022-11-22,,24,Open
1246,7,11465,Safety,Low,2022-12-27,,4,Closed
1247,22,14394,NCR,Medium,2022-05-13,,4,Closed
1248,11,12332,NCR,Low,2023-11-19,,18,Closed
1249,11,12319,RFI,Low,2023-01-02,,18,Open
1250,28,15603,RFI,Medium,2023-04-08,,1,Closed
1251,8,11700,NCR,Medium,2024-02-07,,17,Open
1252,10,12022,RFI,Medium,2022-12-25,,25,Open
1253,27,15524,RFI,High,2023-02-15,,11,Closed
1254,2,10357,Safety,Low,2023-08-22,,5,Open
1255,16,13144,RFI,High,2022-06-20,,24,Closed
1256,10,12055,NCR,Medium,2023-12-04,,12,Open
1257,12,12433,RFI,Medium,2024-02-19,,25,Open
1258,28,15661,Safety,High,2023-12-08,,7,Open
1259,26,15360,Safety,Low,2022-06-20,,17,Closed
1260,13,12652,Safety,High,2022-09-15,,11,Open
1261,13,12545,NCR,Low,2022-05-15,,11,Open
1262,23,14750,RFI,High,2024-01-30,,20,Open
1263,9,11770,Safety,Low,2024-02-22,,3,Open
1264,12,12361,RFI,High,2022-07-20,,8,Closed
1265,2,10400,Safety,Medium,2023-09-24,,8,Open
1266,3,10639,RFI,High,2023-11-06,,21,Open
1267,8,11558,RFI,Medium,2022-09-14,,19,Open
1268,27,15449,RFI,Medium,2023-04-04,,11,Open
1269,19,13958,NCR,Low,2023-03-21,,25,Open
1270,6,11262,Safety,High,2023-10-10,,21,Closed
1271,19,13859,Safety,High,2022-07-04,,11,Closed
1272,22,14411,NCR,High,2022-03-25,,24,Closed
1273,11,12324,Safety,Low,2022-04-27,,1,Open
1274,5,10918,NCR,Medium,2023-01-07,,3,Open
1275,22,14396,Safety,Medium,2023-03-23,,14,Open
1276,13,12605,NCR,High,2023-09-02,,12,Closed
1277,11,12142,RFI,High,2023-07-12,,17,Closed
1278,6,11144,NCR,High,2022-08-22,,13,Open
1279,5,10888,NCR,Low,2023-08-05,,6,Closed
1280,27,15521,RFI,Medium,2023-03-09,,24,Open
1281,1,10007,Safety,High,2023-06-24,,10,Open
1282,22,14500,RFI,Low,2022-09-04,,2,Open
1283,8,11500,NCR,Medium,2022-12-01,,17,Closed
1284,2,10268,RFI,High,2023-07-16,,18,Closed
1285,13,12615,RFI,High,2022-08-03,,7,Open
1286,25,15163,RFI,Medium,2023-07-31,,0,Closed
1287,12,12432,NCR,Medium,2023-03-10,,10,Open
1288,10,12083,RFI,Medium,2023-01-21,,19,Open
1289,10,12035,Safety,High,2023-10-15,,1,Open
1290,3,10572,NCR,High,2023-01-05,,21,Open
1291,24,14943,RFI,Low,2023-01-29,,11,Open
1292,18,13689,NCR,High,2023-10-06,,6,Closed
1293,18,13629,Safety,Medium,2023-03-04,,11,Closed
1294,22,14487,Safety,Low,2022-10-17,,0,Open
1295,8,11584,Safety,Medium,2022-08-23,,15,Open
1296,3,10518,RFI,High,2023-10-30,,20,Open
1297,4,10787,NCR,Medium,2023-10-11,,16,Open
1298,20,14039,NCR,Low,2023-09-13,,13,Closed
1299,18,13672,NCR,High,2023-10-01,,12,Closed
1300,27,15435,RFI,High,2022-09-09,,16,Closed
1301,7,11443,RFI,Medium,2024-01-11,,15,Closed
1302,22,14386,NCR,High,2022-06-12,,10,Open
1303,25,15073,Safety,Medium,2022-07-21,,2,Closed
1304,1,10052,Safety,Medium,2023-03-29,,11,Open
1305,16,13136,Safety,High,2023-07-21,,23,Closed
1306,8,11603,RFI,High,2023-02-13,,13,Closed
1307,23,14675,RFI,Medium,2023-06-21,,18,Open
1308,3,10512,NCR,Medium,2023-11-07,,20,Closed
1309,9,11877,Safety,Medium,2022-11-28,,15,Open
1310,19,13871,RFI,High,2024-02-18,,16,Closed
1311,28,15678,RFI,High,2023-09-10,,19,Closed
1312,4,10675,Safety,Medium,2022-11-03,,12,Closed
1313,15,12979,Safety,High,2022-04-12,,10,Closed
1314,16,13166,RFI,Medium,2023-02-14,,15,Closed
1315,4,10651,Safety,High,2023-02-02,,14,Closed
1316,12,12502,Safety,Medium,2023-04-16,,2,Open
1317,1,10213,RFI,High,2023-10-16,,11,Closed
1318,15,13025,RFI,High,2023-05-18,,12,Open
1319,13,12736,RFI,Low,2023-10-05,,0,Open
1320,22,14379,RFI,High,2022-04-26,,1,Closed
1321,25,15045,NCR,High,2022-09-06,,10,Closed
1322,1,10061,RFI,Medium,2022-08-01,,3,Open
1323,15,13118,NCR,High,2022-03-09,,6,Open
1324,16,13280,RFI,High,2023-07-12,,7,Closed
1325,18,13539,NCR,Low,2024-06-10,,8,Open
1326,3,10492,RFI,Medium,2023-11-27,,18,Closed
1327,2,10397,NCR,Low,2023-10-12,,23,Closed
1328,2,10279,Safety,Low,2023-04-16,,7,Open
1329,12,12504,RFI,High,2023-11-09,,6,Open
1330,16,13332,Safety,Medium,2022-06-19,,3,Open
1331,21,14349,RFI,High,2022-02-10,,3,Open
1332,14,12866,NCR,Low,2024-05-30,,20,Open
1333,3,10423,RFI,Low,2023-08-27,,17,Open
1334,5,11061,NCR,Low,2023-02-19,,25,Open
1335,4,10662,RFI,Low,2023-04-24,,20,Open
1336,8,11666,RFI,Medium,2023-06-03,,8,Closed
1337,15,12942,RFI,Low,2022-05-31,,7,Closed
1338,17,13415,RFI,Medium,2022-09-10,,15,Open
1339,19,13824,Safety,High,2022-03-28,,3,Open
1340,1,10063,RFI,Medium,2022-08-21,,24,Open
1341,12,12422,NCR,Medium,2024-05-25,,7,Open
1342,3,10610,NCR,High,2024-06-04,,19,Open
1343,7,11484,Safety,High,2022-09-04,,3,Closed
1344,22,14402,Safety,Medium,2023-06-27,,22,Closed
1345,11,12159,RFI,High,2023-09-25,,0,Open
1346,8,11635,NCR,Medium,2023-04-20,,21,Closed
1347,5,11047,Safety,Medium,2022-10-30,,2,Open
1348,4,10824,RFI,Low,2023-02-03,,17,Closed
1349,25,15170,NCR,Low,2023-09-26,,3,Closed
1350,9,11747,Safety,Medium,2023-02-07,,3,Open
1351,4,10696,NCR,Low,2023-06-02,,8,Open
1352,6,11272,Safety,Low,2022-09-30,,6,Open
1353,15,13062,Safety,Medium,2023-03-17,,13,Closed
1354,19,13739,Safety,Medium,2022-08-23,,10,Closed
1355,1,10187,NCR,Medium,2024-01-24,,10,Open
1356,18,13675,NCR,Medium,2023-02-17,,1,Open
1357,13,12715,Safety,High,2023-01-11,,3,Open
1358,3,10547,NCR,Low,2023-02-06,,20,Open
1359,3,10636,Safety,High,2023-10-05,,24,Closed
1360,24,14811,RFI,Low,2024-02-21,,17,Closed
1361,4,10688,Safety,High,2023-01-10,,23,Open
1362,7,11431,RFI,Low,2023-04-19,,23,Open
1363,24,14955,RFI,Medium,2023-02-25,,13,Closed
1364,22,14504,NCR,High,2022-11-16,,16,Open
1365,4,10768,RFI,High,2023-03-16,,14,Closed
1366,26,15298,NCR,High,2024-01-13,,17,Open
1367,2,10256,RFI,Medium,2023-04-18,,17,Open
1368,12,12384,NCR,Low,2024-04-14,,5,Open
1369,23,14658,NCR,Medium,2023-03-18,,4,Open
1370,8,11633,NCR,High,2022-12-13,,1,Open
1371,21,14372,NCR,Medium,2022-09-08,,23,Open
1372,5,10952,Safety,Medium,2023-02-08,,8,Open
1373,11,12277,NCR,High,2023-06-10,,9,Closed
1374,22,14528,Safety,Low,2022-07-20,,15,Closed
1375,5,11013,Safety,High,2023-07-17,,15,Closed
1376,8,11716,Safety,Low,2023-08-29,,0,Closed
1377,18,13569,Safety,High,2022-09-18,,6,Closed
1378,10,12100,NCR,High,2023-12-04,,17,Open
1379,16,13306,RFI,Low,2022-07-08,,3,Open
1380,13,12623,NCR,Medium,2023-08-07,,4,Closed
1381,18,13684,NCR,Medium,2023-02-18,,1,Open
1382,2,10361,NCR,Low,2024-01-28,,1,Open
1383,5,11062,Safety,Medium,2023-09-13,,25,Closed
1384,8,11649,Safety,High,2023-07-17,,4,Closed
1385,27,15526,Safety,Medium,2022-04-22,,0,Closed
1386,3,10585,RFI,Low,2024-01-02,,24,Open
1387,26,15300,RFI,Low,2023-07-04,,23,Closed
1388,13,12573,RFI,Low,2022-11-12,,7,Closed
1389,17,13471,Safety,Low,2022-02-17,,19,Closed
1390,9,11791,RFI,Low,2024-02-27,,4,Open
1391,23,14598,NCR,Low,2023-12-11,,15,Closed
1392,2,10379,Safety,High,2023-04-09,,12,Closed
1393,4,10668,Safety,Low,2022-08-30,,11,Open
1394,15,13021,NCR,Medium,2023-01-20,,23,Closed
1395,15,13037,RFI,Medium,2023-07-28,,7,Open
1396,24,14907,RFI,High,2023-07-24,,24,Open
1397,13,12586,RFI,High,2023-01-09,,15,Closed
1398,20,14069,Safety,Medium,2023-09-20,,24,Open
1399,18,13729,Safety,Low,2022-07-03,,22,Closed
1400,6,11153,Safety,Low,2023-07-20,,0,Closed
1401,20,14167,Safety,Medium,2024-04-15,,23,Open
1402,22,14483,NCR,Medium,2022-11-21,,4,Closed
1403,3,10424,NCR,High,2024-01-25,,19,Closed
1404,1,10140,RFI,Medium,2022-11-15,,22,Closed
1405,10,11901,Safety,Low,2023-03-04,,15,Open
1406,3,10415,Safety,High,2022-06-03,,24,Open
1407,10,12051,NCR,Medium,2022-11-09,,3,Closed
1408,8,11538,Safety,Medium,2024-02-27,,13,Open
1409,9,11796,RFI,Medium,2023-04-22,,18,Closed
1410,12,12406,Safety,High,2023-01-15,,4,Open
1411,25,15072,Safety,Medium,2023-01-17,,4,Closed
1412,27,15454,RFI,High,2022-07-11,,15,Closed
1413,21,14355,Safety,High,2022-05-04,,3,Open
1414,25,15106,RFI,Medium,2022-04-04,,12,Open
1415,16,13200,RFI,Medium,2023-06-03,,8,Closed
1416,9,11741,RFI,Low,2022-05-15,,9,Closed
1417,22,14414,Safety,High,2022-10-21,,8,Closed
1418,16,13227,RFI,Medium,2023-05-13,,17,Open
1419,3,10461,RFI,Medium,2022-07-09,,21,Closed
1420,1,10157,Safety,Low,2023-03-20,,25,Open
1421,22,14514,NCR,High,2022-10-31,,5,Closed
1422,26,15211,NCR,High,2022-03-29,,16,Closed
1423,19,13830,Safety,High,2022-10-15,,0,Open
1424,3,10530,Safety,High,2022-09-13,,11,Open
1425,3,10493,NCR,High,2023-07-07,,1,Open
1426,13,12692,Safety,High,2023-02-26,,1,Closed
1427,28,15625,Safety,Low,2022-12-30,,15,Open
1428,12,12499,NCR,Low,2024-03-17,,17,Open
1429,4,10722,RFI,Medium,2022-08-11,,13,Closed
1430,8,11592,Safety,High,2023-11-17,,25,Open
1431,6,11125,Safety,Medium,2023-06-18,,24,Closed
1432,1,10088,Safety,Low,2023-06-12,,10,Closed
1433,20,14060,RFI,Low,2023-11-12,,8,Open
1434,24,14853,NCR,Low,2023-01-21,,14,Closed
1435,5,10941,Safety,Low,2022-10-02,,15,Closed
1436,12,12388,RFI,Low,2022-07-03,,19,Open
1437,20,14020,NCR,Medium,2024-05-31,,19,Closed
1438,8,11525,RFI,Low,2023-12-27,,4,Closed
1439,3,10514,Safety,Medium,2023-07-29,,25,Closed
1440,28,15735,NCR,Low,2023-07-17,,4,Closed
1441,8,11626,RFI,High,2022-11-25,,24,Open
1442,4,10669,NCR,Medium,2022-10-01,,16,Open
1443,4,10645,NCR,Medium,2022-10-13,,1,Closed
1444,13,12567,RFI,High,2022-03-25,,21,Closed
1445,1,10215,RFI,Medium,2023-07-26,,10,Closed
1446,19,13910,RFI,Low,2023-02-06,,25,Open
1447,17,13452,Safety,High,2022-04-05,,21,Open
1448,6,11298,Safety,Medium,2022-11-23,,9,Closed
1449,27,15545,Safety,Low,2022-12-15,,11,Closed
1450,9,11859,RFI,Medium,2024-04-08,,17,Closed
1451,28,15673,Safety,High,2022-12-19,,22,Closed
1452,13,12611,RFI,High,2023-01-09,,18,Closed
1453,17,13468,NCR,Low,2022-04-14,,20,Closed
1454,28,15739,NCR,Medium,2024-05-20,,23,Open
1455,1,10076,Safety,Low,2022-07-01,,11,Closed
1456,9,11766,RFI,Medium,2022-08-20,,7,Open
1457,24,14957,Safety,Low,2022-10-28,,17,Open
1458,15,13084,RFI,Low,2023-06-02,,23,Closed
1459,7,11382,RFI,Low,2022-06-29,,0,Closed
1460,21,14316,Safety,Medium,2022-05-16,,9,Closed
1461,13,12718,Safety,Low,2022-08-10,,15,Open
1462,25,14979,Safety,Medium,2022-02-15,,0,Closed
1463,23,14720,RFI,High,2023-07-25,,10,Closed
1464,26,15234,NCR,Medium,2023-02-19,,2,Closed
1465,24,14782,RFI,Medium,2023-09-11,,22,Open
1466,8,11648,RFI,Low,2023-03-19,,22,Closed
1467,21,14270,RFI,Low,2023-06-23,,4,Closed
1468,6,11258,NCR,High,2022-12-11,,18,Closed
1469,19,13883,NCR,Low,2023-09-06,,9,Closed
1470,14,12781,Safety,Low,2022-08-10,,14,Closed
1471,15,12971,Safety,High,2023-04-26,,11,Open
1472,10,11985,NCR,Low,2023-08-21,,2,Closed
1473,27,15447,RFI,High,2022-08-26,,10,Open
1474,23,14746,RFI,Medium,2023-12-21,,13,Open
1475,26,15378,RFI,High,2022-08-25,,3,Closed
1476,20,14007,NCR,High,2024-08-04,,11,Open
1477,5,10910,RFI,Low,2023-03-11,,6,Open
1478,21,14226,RFI,Low,2023-07-19,,22,Closed
1479,25,15122,NCR,Medium,2022-04-29,,13,Open
1480,23,14618,Safety,Low,2023-11-28,,18,Open
1481,9,11821,NCR,Low,2022-01-23,,3,Open
1482,28,15658,Safety,Low,2022-10-02,,14,Closed
1483,14,12844,NCR,Medium,2023-04-30,,17,Open
1484,22,14437,NCR,Low,2022-10-28,,15,Open
1485,6,11126,NCR,Medium,2022-09-28,,0,Open
1486,18,13553,Safety,Low,2023-06-08,,1,Open
1487,26,15312,Safety,Medium,2022-07-15,,7,Closed
1488,8,11645,Safety,High,2023-06-14,,5,Closed
1489,10,12041,NCR,Medium,2022-11-19,,15,Closed
1490,12,12417,Safety,High,2022-05-09,,15,Open
1491,23,14653,Safety,Medium,2022-09-07,,4,Closed
1492,22,14569,Safety,High,2023-05-10,,19,Closed
1493,17,13364,Safety,Medium,2023-02-14,,16,Closed
1494,12,12442,RFI,Medium,2022-12-25,,13,Open
1495,17,13405,Safety,Medium,2022-02-04,,15,Open
1496,19,13892,RFI,High,2023-11-10,,0,Open
1497,6,11146,RFI,Medium,2022-04-27,,11,Closed
1498,28,15664,Safety,Low,2023-07-06,,6,Open
1499,1,10003,NCR,Medium,2022-12-22,,0,Closed
1500,10,11983,Safety,Low,2023-12-24,,4,Closed
1501,24,14812,NCR,Medium,2023-05-21,,1,Open
