weather_id,project_id,date,rainfall_mm,temperature_c,weather_severity,work_stop_flag
8653,12,2023-07-20,50,36,Moderate,N
8654,12,2023-07-21,113,38,Normal,N
8655,12,2023-07-22,10,30,Severe,Y
8656,12,2023-07-23,6,42,Normal,N
8657,12,2023-07-24,59,35,Normal,N
8658,12,2023-07-25,57,43,Normal,N
8659,12,2023-07-26,7,31,Moderate,N
8660,12,2023-07-27,3,36,Moderate,N
8661,12,2023-07-28,34,26,Normal,N
8662,12,2023-07-29,77,32,Moderate,N
8663,12,2023-07-30,3,34,Moderate,N
8664,12,2023-07-31,5,27,Moderate,N
8665,12,2023-08-01,127,32,Moderate,N
8666,12,2023-08-02,13,28,Normal,N
8667,12,2023-08-03,83,26,Normal,N
8668,12,2023-08-04,51,40,Moderate,N
8669,12,2023-08-05,106,29,Normal,N
8670,12,2023-08-06,57,37,Severe,Y
8671,12,2023-08-07,85,38,Moderate,N
8672,12,2023-08-08,70,41,Severe,Y
8673,12,2023-08-09,79,40,Normal,N
8674,12,2023-08-10,78,24,Moderate,N
8675,12,2023-08-11,25,38,Normal,N
8676,12,2023-08-12,73,24,Normal,N
8677,12,2023-08-13,122,26,Severe,Y
8678,12,2023-08-14,17,41,Normal,N
8679,12,2023-08-15,33,28,Normal,N
8680,12,2023-08-16,47,27,Normal,N
8681,12,2023-08-17,52,29,Normal,N
8682,12,2023-08-18,96,33,Normal,N
8683,12,2023-08-19,119,25,Normal,N
8684,12,2023-08-20,31,41,Normal,N
8685,12,2023-08-21,130,42,Normal,N
8686,12,2023-08-22,38,41,Normal,N
8687,12,2023-08-23,7,25,Normal,N
8688,12,2023-08-24,5,43,Severe,Y
8689,12,2023-08-25,122,25,Normal,N
8690,12,2023-08-26,53,42,Moderate,N
8691,12,2023-08-27,80,29,Normal,N
8692,12,2023-08-28,27,34,Severe,Y
8693,12,2023-08-29,89,29,Severe,Y
8694,12,2023-08-30,98,32,Normal,N
8695,12,2023-08-31,94,33,Normal,N
8696,12,2023-09-01,37,33,Moderate,N
8697,12,2023-09-02,133,36,Normal,N
8698,12,2023-09-03,65,33,Normal,N
8699,12,2023-09-04,99,32,Normal,N
8700,12,2023-09-05,20,39,Severe,Y
8701,12,2023-09-06,53,42,Normal,N
8702,12,2023-09-07,124,42,Moderate,N
8703,12,2023-09-08,122,37,Moderate,N
8704,12,2023-09-09,46,41,Moderate,N
8705,12,2023-09-10,127,36,Moderate,N
8706,12,2023-09-11,68,31,Normal,N
8707,12,2023-09-12,93,29,Normal,N
8708,12,2023-09-13,5,30,Moderate,N
8709,12,2023-09-14,72,37,Normal,N
8710,12,2023-09-15,95,32,Normal,N
8711,12,2023-09-16,132,37,Normal,N
8712,12,2023-09-17,113,38,Normal,N
8713,12,2023-09-18,42,29,Normal,N
8714,12,2023-09-19,10,43,Moderate,N
8715,12,2023-09-20,125,40,Normal,N
8716,12,2023-09-21,83,27,Moderate,N
8717,12,2023-09-22,68,33,Severe,Y
8718,12,2023-09-23,73,39,Moderate,N
8719,12,2023-09-24,15,34,Normal,N
8720,12,2023-09-25,16,42,Normal,N
8721,12,2023-09-26,25,41,Normal,N
8722,12,2023-09-27,52,27,Severe,Y
8723,12,2023-09-28,104,34,Normal,N
8724,12,2023-09-29,61,35,Normal,N
8725,12,2023-09-30,107,34,Normal,N
8726,12,2023-10-01,128,35,Normal,N
8727,12,2023-10-02,130,28,Normal,N
8728,12,2023-10-03,69,32,Moderate,N
8729,12,2023-10-04,76,43,Moderate,N
8730,12,2023-10-05,40,41,Normal,N
8731,12,2023-10-06,101,30,Normal,N
8732,12,2023-10-07,63,39,Normal,N
8733,12,2023-10-08,59,29,Normal,N
8734,12,2023-10-09,97,26,Normal,N
8735,12,2023-10-10,18,38,Moderate,N
8736,12,2023-10-11,81,36,Normal,N
8737,12,2023-10-12,0,35,Moderate,N
8738,12,2023-10-13,73,27,Normal,N
8739,12,2023-10-14,44,25,Moderate,N
8740,12,2023-10-15,106,33,Normal,N
8741,12,2023-10-16,73,30,Normal,N
8742,12,2023-10-17,114,30,Normal,N
8743,12,2023-10-18,84,32,Normal,N
8744,12,2023-10-19,2,38,Normal,N
8745,12,2023-10-20,61,29,Moderate,N
8746,12,2023-10-21,65,38,Normal,N
8747,12,2023-10-22,37,40,Moderate,N
8748,12,2023-10-23,93,43,Severe,Y
8749,12,2023-10-24,9,30,Normal,N
8750,12,2023-10-25,70,34,Normal,N
8751,12,2023-10-26,30,33,Moderate,N
8752,12,2023-10-27,13,33,Moderate,N
8753,12,2023-10-28,38,42,Normal,N
8754,12,2023-10-29,59,43,Normal,N
8755,12,2023-10-30,38,35,Normal,N
8756,12,2023-10-31,47,37,Severe,Y
8757,12,2023-11-01,85,26,Normal,N
8758,12,2023-11-02,59,40,Normal,N
8759,12,2023-11-03,8,34,Normal,N
8760,12,2023-11-04,97,28,Normal,N
8761,12,2023-11-05,56,41,Moderate,N
8762,12,2023-11-06,124,36,Normal,N
8763,12,2023-11-07,62,28,Normal,N
8764,12,2023-11-08,125,25,Normal,N
8765,12,2023-11-09,59,31,Normal,N
8766,12,2023-11-10,15,41,Moderate,N
8767,12,2023-11-11,52,28,Normal,N
8768,12,2023-11-12,77,37,Normal,N
8769,12,2023-11-13,52,32,Normal,N
8770,12,2023-11-14,106,38,Moderate,N
8771,12,2023-11-15,122,41,Normal,N
8772,12,2023-11-16,138,41,Moderate,N
8773,12,2023-11-17,13,24,Normal,N
8774,12,2023-11-18,91,36,Normal,N
8775,12,2023-11-19,60,30,Normal,N
8776,12,2023-11-20,118,26,Moderate,N
8777,12,2023-11-21,128,24,Normal,N
8778,12,2023-11-22,46,29,Normal,N
8779,12,2023-11-23,101,33,Normal,N
8780,12,2023-11-24,109,42,Normal,N
8781,12,2023-11-25,29,29,Moderate,N
8782,12,2023-11-26,102,28,Normal,N
8783,12,2023-11-27,50,24,Normal,N
8784,12,2023-11-28,10,26,Normal,N
8785,12,2023-11-29,39,40,Normal,N
8786,12,2023-11-30,102,43,Normal,N
8787,12,2023-12-01,86,32,Severe,Y
8788,12,2023-12-02,32,27,Normal,N
8789,12,2023-12-03,35,39,Normal,N
8790,12,2023-12-04,52,32,Severe,Y
8791,12,2023-12-05,126,41,Normal,N
8792,12,2023-12-06,13,26,Normal,N
8793,12,2023-12-07,48,30,Normal,N
8794,12,2023-12-08,67,25,Moderate,N
8795,12,2023-12-09,26,33,Normal,N
8796,12,2023-12-10,133,24,Normal,N
8797,12,2023-12-11,27,35,Normal,N
8798,12,2023-12-12,50,27,Normal,N
8799,12,2023-12-13,24,32,Normal,N
8800,12,2023-12-14,104,41,Normal,N
8801,12,2023-12-15,37,39,Normal,N
8802,12,2023-12-16,36,38,Moderate,N
8803,12,2023-12-17,25,40,Normal,N
8804,12,2023-12-18,18,41,Moderate,N
8805,12,2023-12-19,125,32,Moderate,N
8806,12,2023-12-20,11,30,Moderate,N
8807,12,2023-12-21,29,34,Moderate,N
8808,12,2023-12-22,6,24,Moderate,N
8809,12,2023-12-23,39,29,Moderate,N
8810,12,2023-12-24,139,35,Normal,N
8811,12,2023-12-25,65,34,Normal,N
8812,12,2023-12-26,96,28,Normal,N
8813,12,2023-12-27,56,28,Normal,N
8814,12,2023-12-28,73,27,Severe,Y
8815,12,2023-12-29,137,42,Normal,N
8816,12,2023-12-30,34,42,Normal,N
8817,12,2023-12-31,4,40,Normal,N
8818,12,2024-01-01,80,27,Moderate,N
8819,12,2024-01-02,30,43,Normal,N
8820,12,2024-01-03,41,31,Normal,N
8821,12,2024-01-04,31,39,Moderate,N
8822,12,2024-01-05,53,38,Normal,N
8823,12,2024-01-06,34,42,Normal,N
8824,12,2024-01-07,44,36,Normal,N
8825,12,2024-01-08,45,25,Moderate,N
8826,12,2024-01-09,80,30,Normal,N
8827,12,2024-01-10,129,36,Normal,N
8828,12,2024-01-11,128,31,Normal,N
8829,12,2024-01-12,126,33,Normal,N
8830,12,2024-01-13,140,29,Moderate,N
8831,12,2024-01-14,121,30,Normal,N
8832,12,2024-01-15,71,24,Normal,N
8833,12,2024-01-16,91,36,Moderate,N
8834,12,2024-01-17,67,43,Moderate,N
8835,12,2024-01-18,28,33,Normal,N
8836,12,2024-01-19,87,26,Normal,N
8837,12,2024-01-20,115,27,Severe,Y
8838,12,2024-01-21,78,26,Moderate,N
8839,12,2024-01-22,59,26,Moderate,N
8840,12,2024-01-23,15,38,Moderate,N
8841,12,2024-01-24,85,38,Severe,Y
8842,12,2024-01-25,13,27,Normal,N
8843,12,2024-01-26,137,32,Normal,N
8844,12,2024-01-27,89,36,Moderate,N
8845,12,2024-01-28,3,33,Moderate,N
8846,12,2024-01-29,14,37,Normal,N
8847,12,2024-01-30,0,31,Normal,N
8848,12,2024-01-31,63,41,Normal,N
8849,12,2024-02-01,40,39,Normal,N
8850,12,2024-02-02,75,39,Normal,N
8851,12,2024-02-03,7,24,Moderate,N
8852,12,2024-02-04,31,27,Normal,N
8853,12,2024-02-05,79,43,Severe,Y
8854,12,2024-02-06,78,24,Normal,N
8855,12,2024-02-07,25,42,Normal,N
8856,12,2024-02-08,56,29,Normal,N
8857,12,2024-02-09,2,39,Normal,N
8858,12,2024-02-10,5,34,Normal,N
8859,12,2024-02-11,70,41,Normal,N
8860,12,2024-02-12,72,40,Normal,N
8861,12,2024-02-13,121,30,Normal,N
8862,12,2024-02-14,123,34,Normal,N
8863,12,2024-02-15,83,35,Severe,Y
8864,12,2024-02-16,134,37,Normal,N
8865,12,2024-02-17,91,42,Severe,Y
8866,12,2024-02-18,53,32,Moderate,N
8867,12,2024-02-19,24,42,Normal,N
8868,12,2024-02-20,49,35,Moderate,N
8869,12,2024-02-21,62,29,Severe,Y
8870,12,2024-02-22,128,31,Normal,N
8871,12,2024-02-23,123,26,Moderate,N
8872,12,2024-02-24,69,33,Moderate,N
8873,12,2024-02-25,69,36,Moderate,N
8874,12,2024-02-26,38,24,Normal,N
8875,12,2024-02-27,111,37,Moderate,N
8876,12,2024-02-28,55,32,Normal,N
8877,12,2024-02-29,63,41,Normal,N
8878,12,2024-03-01,21,28,Normal,N
8879,12,2024-03-02,8,39,Normal,N
8880,12,2024-03-03,3,26,Normal,N
8881,12,2024-03-04,11,36,Moderate,N
8882,12,2024-03-05,133,35,Normal,N
8883,12,2024-03-06,114,38,Moderate,N
8884,12,2024-03-07,75,42,Moderate,N
8885,12,2024-03-08,46,36,Normal,N
8886,12,2024-03-09,67,33,Moderate,N
8887,12,2024-03-10,50,39,Moderate,N
8888,12,2024-03-11,6,41,Severe,Y
8889,12,2024-03-12,102,43,Normal,N
8890,12,2024-03-13,43,40,Severe,Y
8891,12,2024-03-14,8,27,Severe,Y
8892,12,2024-03-15,81,39,Normal,N
8893,12,2024-03-16,14,37,Severe,Y
8894,12,2024-03-17,124,26,Normal,N
8895,12,2024-03-18,131,25,Normal,N
8896,12,2024-03-19,59,35,Normal,N
8897,12,2024-03-20,44,41,Normal,N
8898,12,2024-03-21,11,27,Normal,N
8899,12,2024-03-22,22,28,Moderate,N
8900,12,2024-03-23,69,27,Severe,Y
8901,12,2024-03-24,8,30,Severe,Y
8902,12,2024-03-25,43,38,Normal,N
8903,12,2024-03-26,138,33,Normal,N
8904,12,2024-03-27,92,35,Normal,N
8905,12,2024-03-28,0,34,Normal,N
8906,12,2024-03-29,102,32,Normal,N
8907,12,2024-03-30,111,27,Normal,N
8908,12,2024-03-31,83,30,Normal,N
8909,12,2024-04-01,67,28,Moderate,N
8910,12,2024-04-02,21,24,Moderate,N
8911,12,2024-04-03,107,39,Moderate,N
8912,12,2024-04-04,59,39,Normal,N
8913,12,2024-04-05,6,34,Normal,N
8914,12,2024-04-06,77,32,Normal,N
8915,12,2024-04-07,13,29,Normal,N
8916,12,2024-04-08,84,24,Normal,N
8917,12,2024-04-09,71,32,Normal,N
8918,12,2024-04-10,132,41,Severe,Y
8919,12,2024-04-11,110,29,Moderate,N
8920,12,2024-04-12,29,39,Normal,N
8921,12,2024-04-13,101,28,Normal,N
8922,12,2024-04-14,1,33,Moderate,N
8923,12,2024-04-15,16,29,Normal,N
8924,12,2024-04-16,69,39,Normal,N
8925,12,2024-04-17,66,35,Moderate,N
8926,12,2024-04-18,134,41,Normal,N
8927,12,2024-04-19,67,30,Normal,N
8928,12,2024-04-20,17,38,Moderate,N
8929,12,2024-04-21,26,39,Normal,N
8930,12,2024-04-22,49,26,Moderate,N
8931,12,2024-04-23,24,34,Moderate,N
8932,12,2024-04-24,70,36,Normal,N
8933,12,2024-04-25,86,41,Normal,N
8934,12,2024-04-26,83,39,Normal,N
8935,12,2024-04-27,129,33,Normal,N
8936,12,2024-04-28,99,36,Normal,N
8937,12,2024-04-29,22,37,Moderate,N
8938,12,2024-04-30,137,37,Normal,N
8939,12,2024-05-01,64,25,Moderate,N
8940,12,2024-05-02,136,35,Normal,N
8941,12,2024-05-03,83,40,Normal,N
8942,12,2024-05-04,41,39,Normal,N
8943,12,2024-05-05,97,42,Normal,N
8944,12,2024-05-06,7,37,Normal,N
8945,12,2024-05-07,53,32,Moderate,N
8946,12,2024-05-08,126,41,Normal,N
8947,12,2024-05-09,89,37,Normal,N
8948,12,2024-05-10,106,43,Moderate,N
8949,12,2024-05-11,108,33,Normal,N
8950,12,2024-05-12,91,41,Moderate,N
8951,12,2024-05-13,5,43,Normal,N
8952,12,2024-05-14,76,29,Normal,N
8953,12,2024-05-15,73,41,Normal,N
8954,12,2024-05-16,55,38,Normal,N
8955,12,2024-05-17,37,31,Severe,Y
8956,12,2024-05-18,71,40,Normal,N
8957,12,2024-05-19,102,29,Severe,Y
8958,12,2024-05-20,63,35,Moderate,N
8959,12,2024-05-21,16,32,Normal,N
8960,12,2024-05-22,70,42,Normal,N
8961,12,2024-05-23,31,32,Normal,N
8962,12,2024-05-24,140,30,Normal,N
8963,12,2024-05-25,96,25,Severe,Y
8964,12,2024-05-26,26,29,Normal,N
8965,12,2024-05-27,131,32,Moderate,N
8966,12,2024-05-28,111,36,Normal,N
8967,12,2024-05-29,103,36,Moderate,N
8968,12,2024-05-30,134,25,Severe,Y
8969,12,2024-05-31,43,38,Normal,N
8970,12,2024-06-01,140,28,Normal,N
8971,12,2024-06-02,62,33,Normal,N
8972,12,2024-06-03,73,29,Normal,N
8973,12,2024-06-04,124,39,Moderate,N
8974,12,2024-06-05,55,40,Normal,N
8975,12,2024-06-06,120,32,Severe,Y
8976,12,2024-06-07,129,39,Normal,N
8977,12,2024-06-08,58,31,Normal,N
8978,12,2024-06-09,79,29,Normal,N
8979,12,2024-06-10,88,24,Normal,N
8980,12,2024-06-11,57,38,Normal,N
8981,12,2024-06-12,66,25,Normal,N
8982,12,2024-06-13,133,25,Normal,N
8983,12,2024-06-14,9,29,Severe,Y
8984,12,2024-06-15,124,31,Moderate,N
8985,12,2024-06-16,87,37,Moderate,N
8986,12,2024-06-17,28,25,Normal,N
8987,12,2024-06-18,77,40,Moderate,N
8988,12,2024-06-19,38,29,Normal,N
8989,12,2024-06-20,5,30,Normal,N
8990,12,2024-06-21,108,43,Normal,N
8991,12,2024-06-22,55,37,Severe,Y
8992,12,2024-06-23,122,38,Normal,N
8993,12,2024-06-24,79,33,Severe,Y
8994,12,2024-06-25,22,32,Normal,N
8995,12,2024-06-26,54,40,Moderate,N
8996,12,2024-06-27,56,41,Normal,N
8997,12,2024-06-28,79,31,Moderate,N
8998,12,2024-06-29,22,39,Normal,N
8999,12,2024-06-30,131,39,Normal,N
9000,12,2024-07-01,8,34,Moderate,N
9001,12,2024-07-02,10,35,Normal,N
9002,12,2024-07-03,121,35,Normal,N
9003,12,2024-07-04,130,40,Normal,N
9004,12,2024-07-05,71,41,Moderate,N
9005,12,2024-07-06,48,36,Moderate,N
9006,12,2024-07-07,19,35,Normal,N
9007,12,2024-07-08,61,30,Normal,N
9008,12,2024-07-09,20,36,Moderate,N
9009,12,2024-07-10,46,40,Moderate,N
9010,12,2024-07-11,18,33,Normal,N
9011,12,2024-07-12,111,31,Moderate,N
9012,12,2024-07-13,4,32,Normal,N
9013,12,2024-07-14,114,31,Normal,N
9014,12,2024-07-15,38,33,Severe,Y
9015,12,2024-07-16,103,39,Severe,Y
9016,12,2024-07-17,49,33,Severe,Y
9017,12,2024-07-18,17,31,Normal,N
9018,12,2024-07-19,42,41,Moderate,N
9019,12,2024-07-20,74,27,Normal,N
9020,12,2024-07-21,105,26,Normal,N
9021,12,2024-07-22,75,29,Normal,N
9022,12,2024-07-23,74,29,Moderate,N
9023,12,2024-07-24,2,34,Severe,Y
9024,12,2024-07-25,11,27,Normal,N
9025,12,2024-07-26,120,34,Normal,N
9026,12,2024-07-27,109,35,Normal,N
9027,12,2024-07-28,60,32,Moderate,N
9028,12,2024-07-29,0,31,Moderate,N
9029,13,2022-03-09,39,33,Normal,N
9030,13,2022-03-10,138,25,Severe,Y
9031,13,2022-03-11,2,43,Severe,Y
9032,13,2022-03-12,34,25,Normal,N
9033,13,2022-03-13,29,43,Normal,N
9034,13,2022-03-14,127,30,Severe,Y
9035,13,2022-03-15,43,29,Moderate,N
9036,13,2022-03-16,39,35,Normal,N
9037,13,2022-03-17,118,29,Normal,N
9038,13,2022-03-18,66,41,Moderate,N
9039,13,2022-03-19,0,24,Severe,Y
9040,13,2022-03-20,9,33,Normal,N
9041,13,2022-03-21,55,32,Normal,N
9042,13,2022-03-22,121,30,Normal,N
9043,13,2022-03-23,10,26,Normal,N
9044,13,2022-03-24,107,34,Normal,N
9045,13,2022-03-25,16,30,Normal,N
9046,13,2022-03-26,127,28,Normal,N
9047,13,2022-03-27,107,34,Normal,N
9048,13,2022-03-28,35,38,Moderate,N
9049,13,2022-03-29,37,36,Normal,N
9050,13,2022-03-30,43,43,Normal,N
9051,13,2022-03-31,121,31,Normal,N
9052,13,2022-04-01,118,27,Normal,N
9053,13,2022-04-02,64,27,Normal,N
9054,13,2022-04-03,128,42,Normal,N
9055,13,2022-04-04,28,31,Moderate,N
9056,13,2022-04-05,71,32,Moderate,N
9057,13,2022-04-06,53,36,Severe,Y
9058,13,2022-04-07,55,39,Moderate,N
9059,13,2022-04-08,60,34,Severe,Y
9060,13,2022-04-09,75,43,Normal,N
9061,13,2022-04-10,96,39,Moderate,N
9062,13,2022-04-11,93,41,Normal,N
9063,13,2022-04-12,25,26,Normal,N
9064,13,2022-04-13,62,41,Normal,N
9065,13,2022-04-14,81,35,Moderate,N
9066,13,2022-04-15,84,40,Normal,N
9067,13,2022-04-16,52,43,Normal,N
9068,13,2022-04-17,78,36,Moderate,N
9069,13,2022-04-18,37,30,Moderate,N
9070,13,2022-04-19,1,25,Moderate,N
9071,13,2022-04-20,48,32,Normal,N
9072,13,2022-04-21,29,37,Normal,N
9073,13,2022-04-22,135,29,Normal,N
9074,13,2022-04-23,123,32,Moderate,N
9075,13,2022-04-24,99,34,Moderate,N
9076,13,2022-04-25,16,34,Normal,N
9077,13,2022-04-26,132,40,Normal,N
9078,13,2022-04-27,95,26,Moderate,N
9079,13,2022-04-28,11,43,Normal,N
9080,13,2022-04-29,39,39,Normal,N
9081,13,2022-04-30,83,38,Moderate,N
9082,13,2022-05-01,84,24,Moderate,N
9083,13,2022-05-02,11,41,Normal,N
9084,13,2022-05-03,15,28,Moderate,N
9085,13,2022-05-04,125,39,Moderate,N
9086,13,2022-05-05,6,27,Normal,N
9087,13,2022-05-06,59,42,Moderate,N
9088,13,2022-05-07,65,42,Moderate,N
9089,13,2022-05-08,105,24,Normal,N
9090,13,2022-05-09,130,34,Moderate,N
9091,13,2022-05-10,71,34,Normal,N
9092,13,2022-05-11,23,37,Normal,N
9093,13,2022-05-12,104,37,Severe,Y
9094,13,2022-05-13,124,27,Normal,N
9095,13,2022-05-14,62,43,Normal,N
9096,13,2022-05-15,48,33,Normal,N
9097,13,2022-05-16,99,43,Normal,N
9098,13,2022-05-17,109,39,Normal,N
9099,13,2022-05-18,97,34,Moderate,N
9100,13,2022-05-19,37,40,Normal,N
9101,13,2022-05-20,37,36,Moderate,N
9102,13,2022-05-21,83,24,Normal,N
9103,13,2022-05-22,3,38,Normal,N
9104,13,2022-05-23,63,25,Normal,N
9105,13,2022-05-24,116,34,Normal,N
9106,13,2022-05-25,44,38,Severe,Y
9107,13,2022-05-26,12,29,Normal,N
9108,13,2022-05-27,32,28,Normal,N
9109,13,2022-05-28,39,37,Normal,N
9110,13,2022-05-29,69,42,Normal,N
9111,13,2022-05-30,123,33,Normal,N
9112,13,2022-05-31,107,24,Normal,N
9113,13,2022-06-01,41,39,Severe,Y
9114,13,2022-06-02,69,40,Normal,N
9115,13,2022-06-03,75,41,Normal,N
9116,13,2022-06-04,40,40,Moderate,N
9117,13,2022-06-05,66,32,Normal,N
9118,13,2022-06-06,57,37,Normal,N
9119,13,2022-06-07,47,34,Normal,N
9120,13,2022-06-08,71,36,Moderate,N
9121,13,2022-06-09,107,30,Normal,N
9122,13,2022-06-10,108,26,Normal,N
9123,13,2022-06-11,15,40,Moderate,N
9124,13,2022-06-12,68,25,Normal,N
9125,13,2022-06-13,45,41,Severe,Y
9126,13,2022-06-14,122,26,Moderate,N
9127,13,2022-06-15,135,27,Normal,N
9128,13,2022-06-16,92,37,Moderate,N
9129,13,2022-06-17,37,38,Normal,N
9130,13,2022-06-18,5,42,Moderate,N
9131,13,2022-06-19,23,24,Normal,N
9132,13,2022-06-20,23,27,Normal,N
9133,13,2022-06-21,101,38,Normal,N
9134,13,2022-06-22,82,36,Moderate,N
9135,13,2022-06-23,121,27,Normal,N
9136,13,2022-06-24,47,32,Normal,N
9137,13,2022-06-25,83,37,Normal,N
9138,13,2022-06-26,124,33,Normal,N
9139,13,2022-06-27,121,35,Severe,Y
9140,13,2022-06-28,138,36,Normal,N
9141,13,2022-06-29,99,32,Normal,N
9142,13,2022-06-30,80,39,Normal,N
9143,13,2022-07-01,16,41,Severe,Y
9144,13,2022-07-02,83,40,Severe,Y
9145,13,2022-07-03,11,39,Normal,N
9146,13,2022-07-04,2,35,Normal,N
9147,13,2022-07-05,131,25,Normal,N
9148,13,2022-07-06,38,33,Normal,N
9149,13,2022-07-07,63,29,Severe,Y
9150,13,2022-07-08,41,40,Normal,N
9151,13,2022-07-09,137,43,Normal,N
9152,13,2022-07-10,73,24,Normal,N
9153,13,2022-07-11,87,35,Moderate,N
9154,13,2022-07-12,5,43,Normal,N
9155,13,2022-07-13,26,31,Normal,N
9156,13,2022-07-14,98,41,Normal,N
9157,13,2022-07-15,83,25,Normal,N
9158,13,2022-07-16,16,41,Moderate,N
9159,13,2022-07-17,14,40,Moderate,N
9160,13,2022-07-18,71,30,Normal,N
9161,13,2022-07-19,116,31,Normal,N
9162,13,2022-07-20,82,37,Normal,N
9163,13,2022-07-21,7,32,Normal,N
9164,13,2022-07-22,72,24,Moderate,N
9165,13,2022-07-23,103,28,Normal,N
9166,13,2022-07-24,48,36,Normal,N
9167,13,2022-07-25,111,30,Normal,N
9168,13,2022-07-26,1,35,Normal,N
9169,13,2022-07-27,0,40,Moderate,N
9170,13,2022-07-28,83,39,Normal,N
9171,13,2022-07-29,51,31,Moderate,N
9172,13,2022-07-30,32,36,Moderate,N
9173,13,2022-07-31,14,39,Moderate,N
9174,13,2022-08-01,120,30,Normal,N
9175,13,2022-08-02,44,38,Normal,N
9176,13,2022-08-03,23,37,Normal,N
9177,13,2022-08-04,43,29,Normal,N
9178,13,2022-08-05,77,35,Normal,N
9179,13,2022-08-06,105,27,Normal,N
9180,13,2022-08-07,20,41,Moderate,N
9181,13,2022-08-08,140,29,Normal,N
9182,13,2022-08-09,98,25,Normal,N
9183,13,2022-08-10,50,25,Normal,N
9184,13,2022-08-11,57,37,Normal,N
9185,13,2022-08-12,23,42,Normal,N
9186,13,2022-08-13,53,30,Moderate,N
9187,13,2022-08-14,140,30,Moderate,N
9188,13,2022-08-15,72,29,Normal,N
9189,13,2022-08-16,50,34,Normal,N
9190,13,2022-08-17,104,27,Normal,N
9191,13,2022-08-18,117,41,Moderate,N
9192,13,2022-08-19,31,29,Moderate,N
9193,13,2022-08-20,22,26,Normal,N
9194,13,2022-08-21,133,40,Moderate,N
9195,13,2022-08-22,56,28,Normal,N
9196,13,2022-08-23,105,36,Normal,N
9197,13,2022-08-24,11,42,Normal,N
9198,13,2022-08-25,31,30,Moderate,N
9199,13,2022-08-26,38,30,Normal,N
9200,13,2022-08-27,87,33,Normal,N
9201,13,2022-08-28,96,29,Normal,N
9202,13,2022-08-29,95,30,Normal,N
9203,13,2022-08-30,5,30,Normal,N
9204,13,2022-08-31,91,24,Normal,N
9205,13,2022-09-01,91,26,Normal,N
9206,13,2022-09-02,57,35,Normal,N
9207,13,2022-09-03,103,32,Moderate,N
9208,13,2022-09-04,121,40,Normal,N
9209,13,2022-09-05,61,40,Normal,N
9210,13,2022-09-06,80,31,Normal,N
9211,13,2022-09-07,128,37,Normal,N
9212,13,2022-09-08,112,26,Normal,N
9213,13,2022-09-09,127,34,Normal,N
9214,13,2022-09-10,55,39,Normal,N
9215,13,2022-09-11,19,43,Normal,N
9216,13,2022-09-12,90,31,Normal,N
9217,13,2022-09-13,58,28,Normal,N
9218,13,2022-09-14,5,31,Moderate,N
9219,13,2022-09-15,97,33,Moderate,N
9220,13,2022-09-16,101,38,Normal,N
9221,13,2022-09-17,12,35,Normal,N
9222,13,2022-09-18,107,37,Normal,N
9223,13,2022-09-19,42,29,Normal,N
9224,13,2022-09-20,4,40,Normal,N
9225,13,2022-09-21,5,31,Normal,N
9226,13,2022-09-22,91,39,Moderate,N
9227,13,2022-09-23,118,26,Normal,N
9228,13,2022-09-24,94,24,Normal,N
9229,13,2022-09-25,108,40,Normal,N
9230,13,2022-09-26,32,31,Moderate,N
9231,13,2022-09-27,60,30,Normal,N
9232,13,2022-09-28,96,42,Normal,N
9233,13,2022-09-29,48,31,Normal,N
9234,13,2022-09-30,49,32,Severe,Y
9235,13,2022-10-01,55,31,Moderate,N
9236,13,2022-10-02,19,35,Normal,N
9237,13,2022-10-03,98,29,Moderate,N
9238,13,2022-10-04,16,24,Normal,N
9239,13,2022-10-05,24,39,Normal,N
9240,13,2022-10-06,67,29,Normal,N
9241,13,2022-10-07,126,25,Normal,N
9242,13,2022-10-08,129,27,Normal,N
9243,13,2022-10-09,41,28,Normal,N
9244,13,2022-10-10,21,40,Normal,N
9245,13,2022-10-11,85,38,Normal,N
9246,13,2022-10-12,32,30,Normal,N
9247,13,2022-10-13,138,39,Normal,N
9248,13,2022-10-14,59,31,Moderate,N
9249,13,2022-10-15,24,27,Normal,N
9250,13,2022-10-16,133,28,Moderate,N
9251,13,2022-10-17,24,42,Moderate,N
9252,13,2022-10-18,3,35,Normal,N
9253,13,2022-10-19,67,27,Normal,N
9254,13,2022-10-20,24,30,Normal,N
9255,13,2022-10-21,45,43,Normal,N
9256,13,2022-10-22,137,28,Moderate,N
9257,13,2022-10-23,17,24,Moderate,N
9258,13,2022-10-24,23,35,Normal,N
9259,13,2022-10-25,41,34,Normal,N
9260,13,2022-10-26,16,24,Normal,N
9261,13,2022-10-27,24,35,Normal,N
9262,13,2022-10-28,27,25,Normal,N
9263,13,2022-10-29,75,28,Moderate,N
9264,13,2022-10-30,132,26,Moderate,N
9265,13,2022-10-31,48,28,Moderate,N
9266,13,2022-11-01,105,33,Normal,N
9267,13,2022-11-02,51,34,Normal,N
9268,13,2022-11-03,122,30,Normal,N
9269,13,2022-11-04,42,24,Moderate,N
9270,13,2022-11-05,20,43,Normal,N
9271,13,2022-11-06,138,30,Normal,N
9272,13,2022-11-07,2,38,Normal,N
9273,13,2022-11-08,65,43,Normal,N
9274,13,2022-11-09,37,26,Moderate,N
9275,13,2022-11-10,91,39,Normal,N
9276,13,2022-11-11,55,32,Moderate,N
