task_id,project_id,wbs_level,task_name,task_category,planned_start_date,planned_end_date,planned_duration_days,task_weight_pct,critical_flag,baseline_sequence_no
12379,12,1,Underground Drainage,Plumbing,2022-07-13,2022-08-12,30,2.4,N,252
12380,12,4,Water Supply Line Installation,Plumbing,2022-07-07,2022-07-15,8,2.36,N,321
12381,12,2,Water Supply Line Installation,Plumbing,2023-10-28,2023-11-24,27,1.61,Y,21
12382,12,3,Cable Pulling,Electrical,2023-02-10,2023-03-06,24,0.88,Y,188
12383,12,4,Panel Installation,Electrical,2022-07-20,2022-08-10,21,2.87,Y,297
12384,12,3,Cable Pulling,Electrical,2024-04-14,2024-05-16,32,1.66,Y,193
12385,12,2,Column Casting,Structural,2024-03-12,2024-03-30,18,2.1,Y,449
12386,12,1,Backfilling and Compaction,Civil,2023-02-25,2023-03-22,25,1.76,N,456
12387,12,2,Internal Plastering,Finishing,2022-12-17,2023-01-23,37,2.36,Y,265
12388,12,3,Footing Reinforcement Fixing,Structural,2022-07-03,2022-07-20,17,1.04,Y,267
12389,12,3,Floor Tiling,Finishing,2022-11-10,2022-12-07,27,1.27,Y,330
12390,12,3,Column Casting,Structural,2024-03-19,2024-04-25,37,2.81,Y,403
12391,12,3,Beam Reinforcement Installation,Structural,2023-01-15,2023-02-07,23,2.16,N,370
12392,12,4,Underground Drainage,Plumbing,2023-10-28,2023-11-29,32,1.28,Y,156
12393,12,4,Column Casting,Structural,2023-03-23,2023-04-03,11,1.78,N,134
12394,12,2,Footing Reinforcement Fixing,Structural,2022-08-28,2022-09-16,19,0.72,Y,491
12395,12,4,Footing Reinforcement Fixing,Structural,2022-09-14,2022-10-01,17,2.18,N,147
12396,12,3,Slab Shuttering and Pouring,Structural,2023-07-30,2023-09-07,39,1.4,N,99
12397,12,4,Beam Reinforcement Installation,Structural,2023-11-25,2023-12-29,34,0.83,N,179
12398,12,3,Water Supply Line Installation,Plumbing,2022-09-14,2022-10-07,23,2.36,N,472
12399,12,4,Conduit Laying,Electrical,2023-02-08,2023-02-22,14,3.0,N,158
12400,12,4,Excavation for Foundations,Civil,2023-11-11,2023-12-09,28,2.09,Y,414
12401,12,1,Excavation for Foundations,Civil,2022-05-17,2022-06-05,19,1.6,Y,256
12402,12,1,Underground Drainage,Plumbing,2024-03-03,2024-03-18,15,1.69,N,390
12403,12,1,Column Casting,Structural,2022-09-23,2022-10-16,23,1.54,N,146
12404,12,3,Conduit Laying,Electrical,2023-10-20,2023-10-28,8,2.22,Y,378
12405,12,4,Underground Drainage,Plumbing,2022-10-23,2022-11-29,37,1.21,Y,272
12406,12,2,Excavation for Foundations,Civil,2023-01-15,2023-02-02,18,0.52,Y,496
12407,12,3,Panel Installation,Electrical,2022-12-10,2022-12-21,11,0.99,N,232
12408,12,4,Water Supply Line Installation,Plumbing,2023-02-10,2023-03-12,30,2.46,N,21
12409,12,4,Underground Drainage,Plumbing,2023-01-22,2023-02-20,29,2.94,N,133
12410,12,3,Backfilling and Compaction,Civil,2023-05-16,2023-06-18,33,1.11,Y,111
12411,12,4,Slab Shuttering and Pouring,Structural,2024-05-26,2024-06-15,20,2.09,N,294
12412,12,2,Painting and Polishing,Finishing,2022-10-19,2022-11-07,19,1.77,N,431
12413,12,2,Internal Plastering,Finishing,2024-05-06,2024-05-19,13,0.67,Y,330
12414,12,1,Site Clearing and Grading,Civil,2024-03-15,2024-04-07,23,2.23,Y,185
12415,12,3,Panel Installation,Electrical,2022-12-31,2023-02-04,35,0.6,N,352
12416,12,2,Painting and Polishing,Finishing,2023-04-20,2023-04-29,9,2.01,Y,171
12417,12,2,Painting and Polishing,Finishing,2022-05-09,2022-06-03,25,1.88,Y,197
12418,12,1,Beam Reinforcement Installation,Structural,2024-01-09,2024-01-20,11,2.97,Y,109
12419,12,2,Cable Pulling,Electrical,2022-04-15,2022-05-19,34,2.28,N,343
12420,12,4,Conduit Laying,Electrical,2023-09-27,2023-11-03,37,1.05,N,6
12421,12,2,Beam Reinforcement Installation,Structural,2023-03-25,2023-04-08,14,2.45,Y,101
12422,12,4,Backfilling and Compaction,Civil,2024-05-25,2024-06-20,26,0.33,Y,265
12423,12,1,Slab Shuttering and Pouring,Structural,2023-06-21,2023-07-11,20,1.96,Y,318
12424,12,2,Excavation for Foundations,Civil,2023-04-01,2023-04-25,24,0.81,Y,295
12425,12,3,Cable Pulling,Electrical,2022-05-19,2022-06-18,30,2.98,N,394
12426,12,3,Cable Pulling,Electrical,2023-07-02,2023-08-04,33,1.84,Y,156
12427,12,2,Floor Tiling,Finishing,2023-01-15,2023-02-10,26,2.7,Y,357
12428,12,2,Conduit Laying,Electrical,2023-07-13,2023-07-30,17,2.99,N,121
12429,12,1,Water Supply Line Installation,Plumbing,2022-08-03,2022-08-23,20,2.02,Y,439
12430,12,3,Panel Installation,Electrical,2023-02-03,2023-03-13,38,1.12,N,362
12431,12,1,Beam Reinforcement Installation,Structural,2023-05-21,2023-06-19,29,0.8,N,363
12432,12,4,Conduit Laying,Electrical,2023-03-10,2023-03-22,12,1.59,Y,429
12433,12,2,Internal Road Works,Civil,2024-02-19,2024-03-28,38,2.99,N,314
12434,12,1,Beam Reinforcement Installation,Structural,2023-02-27,2023-04-07,39,2.72,Y,89
12435,12,1,Site Clearing and Grading,Civil,2022-05-20,2022-06-21,32,2.3,Y,92
12436,12,2,Underground Drainage,Plumbing,2022-10-14,2022-11-11,28,2.69,Y,155
12437,12,4,Slab Shuttering and Pouring,Structural,2024-03-06,2024-03-17,11,1.28,Y,102
12438,12,3,Water Supply Line Installation,Plumbing,2022-05-08,2022-05-29,21,1.19,N,228
12439,12,3,Panel Installation,Electrical,2023-08-09,2023-09-08,30,1.65,N,72
12440,12,3,Underground Drainage,Plumbing,2023-05-01,2023-05-10,9,2.24,N,471
12441,12,2,Panel Installation,Electrical,2024-04-18,2024-05-18,30,1.76,N,54
12442,12,1,Beam Reinforcement Installation,Structural,2022-12-25,2023-01-29,35,2.78,Y,310
12443,12,1,Slab Shuttering and Pouring,Structural,2024-01-10,2024-02-02,23,2.55,N,167
12444,12,3,Internal Road Works,Civil,2022-07-16,2022-07-23,7,2.17,Y,439
12445,12,4,Painting and Polishing,Finishing,2023-07-12,2023-08-17,36,2.82,N,212
12446,12,2,Column Casting,Structural,2023-10-05,2023-11-10,36,1.13,Y,231
12447,12,4,Underground Drainage,Plumbing,2024-02-04,2024-02-11,7,2.58,N,5
12448,12,4,Internal Road Works,Civil,2024-01-25,2024-02-11,17,0.92,N,89
12449,12,1,Painting and Polishing,Finishing,2023-02-28,2023-03-18,18,2.79,N,1
12450,12,3,Underground Drainage,Plumbing,2023-09-15,2023-09-23,8,0.38,N,445
12451,12,4,Underground Drainage,Plumbing,2022-12-24,2023-01-09,16,2.13,Y,335
12452,12,2,Underground Drainage,Plumbing,2022-10-22,2022-11-13,22,1.18,Y,359
12453,12,1,Backfilling and Compaction,Civil,2024-04-10,2024-04-24,14,2.05,N,206
12454,12,3,Slab Shuttering and Pouring,Structural,2022-09-16,2022-09-23,7,0.41,N,200
12455,12,2,Internal Plastering,Finishing,2022-12-29,2023-01-09,11,2.19,Y,42
12456,12,4,Underground Drainage,Plumbing,2022-10-01,2022-11-07,37,2.88,Y,328
12457,12,1,Conduit Laying,Electrical,2024-01-02,2024-02-09,38,1.79,N,95
12458,12,3,Slab Shuttering and Pouring,Structural,2023-02-05,2023-02-27,22,2.9,Y,369
12459,12,1,Slab Shuttering and Pouring,Structural,2022-05-17,2022-06-01,15,1.69,N,285
12460,12,2,Footing Reinforcement Fixing,Structural,2022-11-18,2022-12-02,14,1.57,N,422
12461,12,4,Underground Drainage,Plumbing,2024-04-13,2024-05-16,33,2.64,Y,393
12462,12,2,Backfilling and Compaction,Civil,2024-02-19,2024-03-03,13,2.17,Y,43
12463,12,4,Floor Tiling,Finishing,2022-11-30,2022-12-16,16,1.75,N,474
12464,12,2,Backfilling and Compaction,Civil,2023-07-29,2023-08-23,25,0.37,N,57
12465,12,2,Conduit Laying,Electrical,2023-04-05,2023-04-28,23,1.07,Y,432
12466,12,2,Conduit Laying,Electrical,2023-05-28,2023-06-17,20,2.61,Y,455
12467,12,4,Internal Plastering,Finishing,2023-03-18,2023-04-11,24,2.09,Y,139
12468,12,2,Water Supply Line Installation,Plumbing,2023-07-14,2023-08-16,33,1.26,Y,443
12469,12,3,Internal Plastering,Finishing,2023-05-17,2023-06-25,39,2.4,Y,164
12470,12,1,Internal Plastering,Finishing,2023-02-25,2023-03-06,9,0.68,Y,286
12471,12,3,Cable Pulling,Electrical,2022-09-12,2022-09-21,9,1.67,Y,357
12472,12,1,Internal Road Works,Civil,2023-12-31,2024-01-07,7,1.35,Y,103
12473,12,4,Column Casting,Structural,2023-02-18,2023-03-11,21,1.25,N,76
12474,12,3,Cable Pulling,Electrical,2023-12-27,2024-01-05,9,2.0,Y,184
12475,12,4,Water Supply Line Installation,Plumbing,2023-11-05,2023-12-03,28,0.95,Y,297
12476,12,3,Painting and Polishing,Finishing,2024-03-26,2024-04-22,27,2.93,Y,329
12477,12,2,Panel Installation,Electrical,2023-05-02,2023-06-04,33,2.77,Y,255
12478,12,4,Internal Plastering,Finishing,2022-05-30,2022-07-07,38,2.61,Y,301
12479,12,1,Beam Reinforcement Installation,Structural,2022-08-31,2022-10-08,38,0.79,Y,224
12480,12,3,Conduit Laying,Electrical,2024-04-02,2024-05-07,35,1.61,N,286
12481,12,4,Painting and Polishing,Finishing,2023-12-22,2024-01-22,31,1.45,Y,301
12482,12,3,Cable Pulling,Electrical,2024-03-20,2024-03-31,11,2.16,Y,103
12483,12,2,Underground Drainage,Plumbing,2024-03-06,2024-03-19,13,0.75,Y,275
12484,12,2,Cable Pulling,Electrical,2024-03-12,2024-04-15,34,1.04,N,457
12485,12,3,Floor Tiling,Finishing,2023-10-01,2023-10-21,20,0.61,Y,134
12486,12,4,Underground Drainage,Plumbing,2024-05-25,2024-06-19,25,1.69,Y,158
12487,12,2,Panel Installation,Electrical,2022-04-29,2022-05-13,14,1.32,N,445
12488,12,3,Internal Plastering,Finishing,2024-01-23,2024-02-18,26,0.61,N,52
12489,12,4,Water Supply Line Installation,Plumbing,2023-07-20,2023-08-21,32,2.3,Y,327
12490,12,1,Panel Installation,Electrical,2022-04-03,2022-05-13,40,1.26,N,422
12491,12,2,Backfilling and Compaction,Civil,2022-12-20,2023-01-11,22,1.3,N,198
12492,12,2,Site Clearing and Grading,Civil,2023-11-03,2023-11-13,10,2.12,Y,216
12493,12,4,Footing Reinforcement Fixing,Structural,2023-04-08,2023-04-21,13,2.16,N,261
12494,12,1,Water Supply Line Installation,Plumbing,2022-07-30,2022-08-15,16,1.41,Y,483
12495,12,4,Painting and Polishing,Finishing,2022-12-13,2023-01-04,22,1.07,Y,366
12496,12,1,Cable Pulling,Electrical,2022-08-03,2022-08-14,11,1.8,Y,440
12497,12,3,Water Supply Line Installation,Plumbing,2022-09-09,2022-10-11,32,2.41,Y,493
12498,12,4,Beam Reinforcement Installation,Structural,2023-04-01,2023-04-08,7,2.56,Y,157
12499,12,3,Beam Reinforcement Installation,Structural,2024-03-17,2024-04-19,33,0.72,Y,432
12500,12,2,Excavation for Foundations,Civil,2022-08-29,2022-09-17,19,2.66,Y,341
12501,12,3,Painting and Polishing,Finishing,2022-06-15,2022-06-24,9,1.96,N,185
12502,12,4,Slab Shuttering and Pouring,Structural,2023-04-16,2023-05-21,35,1.89,Y,277
12503,12,4,Slab Shuttering and Pouring,Structural,2023-09-14,2023-10-10,26,2.79,N,53
12504,12,4,Cable Pulling,Electrical,2023-11-09,2023-11-20,11,2.0,Y,47
12505,12,3,Conduit Laying,Electrical,2024-01-16,2024-02-07,22,1.23,N,219
12506,12,3,Panel Installation,Electrical,2022-11-14,2022-12-20,36,2.57,Y,35
12507,12,4,Cable Pulling,Electrical,2022-11-27,2022-12-06,9,2.75,N,246
12508,12,1,Water Supply Line Installation,Plumbing,2023-07-11,2023-07-29,18,2.6,Y,58
12509,12,1,Conduit Laying,Electrical,2023-09-12,2023-10-04,22,2.38,N,167
12510,12,4,Painting and Polishing,Finishing,2023-12-02,2024-01-07,36,0.85,N,221
12511,12,1,Internal Plastering,Finishing,2023-12-18,2024-01-07,20,1.93,Y,472
12512,12,3,Internal Plastering,Finishing,2022-10-04,2022-10-13,9,1.91,Y,215
12513,12,2,Underground Drainage,Plumbing,2024-04-26,2024-05-21,25,0.74,N,241
12514,12,4,Water Supply Line Installation,Plumbing,2024-04-20,2024-05-09,19,1.56,Y,452
12515,12,2,Floor Tiling,Finishing,2023-05-09,2023-05-29,20,2.33,N,143
12516,12,1,Excavation for Foundations,Civil,2022-08-18,2022-09-05,18,2.13,N,134
12517,12,4,Conduit Laying,Electrical,2022-09-20,2022-10-02,12,2.03,N,155
12518,12,2,Conduit Laying,Electrical,2022-11-05,2022-12-13,38,0.62,Y,473
12519,12,3,Internal Plastering,Finishing,2023-05-15,2023-06-09,25,0.97,N,411
12520,12,2,Internal Plastering,Finishing,2022-09-14,2022-09-22,8,2.19,Y,482
12521,12,4,Backfilling and Compaction,Civil,2024-05-09,2024-06-10,32,0.79,N,305
12522,12,4,Underground Drainage,Plumbing,2022-12-14,2023-01-10,27,0.51,N,45
12523,12,2,Floor Tiling,Finishing,2022-12-02,2023-01-08,37,2.12,N,107
12524,12,2,Site Clearing and Grading,Civil,2022-08-20,2022-09-22,33,2.78,N,295
12525,12,4,Underground Drainage,Plumbing,2022-04-28,2022-05-23,25,1.12,Y,460
12526,12,3,Cable Pulling,Electrical,2024-05-08,2024-06-10,33,1.86,Y,404
12527,12,2,Water Supply Line Installation,Plumbing,2023-09-03,2023-09-28,25,2.86,Y,134
12528,12,2,Footing Reinforcement Fixing,Structural,2023-04-18,2023-05-05,17,0.54,N,212
12529,12,3,Panel Installation,Electrical,2023-03-21,2023-04-10,20,1.86,N,25
12530,13,4,Internal Plastering,Finishing,2022-11-23,2022-12-11,18,1.31,N,132
12531,13,2,Water Supply Line Installation,Plumbing,2023-07-12,2023-08-12,31,1.56,N,205
12532,13,2,Water Supply Line Installation,Plumbing,2022-12-25,2023-01-11,17,2.93,N,343
12533,13,4,Slab Shuttering and Pouring,Structural,2022-03-09,2022-04-14,36,2.42,N,484
12534,13,3,Footing Reinforcement Fixing,Structural,2022-04-05,2022-04-16,11,0.66,N,441
12535,13,2,Site Clearing and Grading,Civil,2022-09-02,2022-09-16,14,0.6,Y,466
12536,13,4,Slab Shuttering and Pouring,Structural,2022-12-09,2022-12-23,14,1.09,Y,99
12537,13,3,Underground Drainage,Plumbing,2022-06-09,2022-07-08,29,2.57,Y,429
12538,13,3,Floor Tiling,Finishing,2023-08-01,2023-08-27,26,0.51,N,82
12539,13,2,Underground Drainage,Plumbing,2023-01-12,2023-02-19,38,2.34,Y,72
12540,13,1,Water Supply Line Installation,Plumbing,2023-05-24,2023-06-12,19,0.44,N,429
12541,13,3,Floor Tiling,Finishing,2023-08-03,2023-08-24,21,2.64,N,74
12542,13,3,Backfilling and Compaction,Civil,2023-08-03,2023-09-03,31,2.9,N,374
12543,13,2,Underground Drainage,Plumbing,2022-07-07,2022-08-04,28,2.42,N,377
12544,13,4,Floor Tiling,Finishing,2022-07-28,2022-08-14,17,2.32,N,70
12545,13,2,Beam Reinforcement Installation,Structural,2022-05-15,2022-06-03,19,2.36,N,189
12546,13,3,Floor Tiling,Finishing,2023-07-07,2023-08-05,29,0.61,Y,208
12547,13,1,Panel Installation,Electrical,2022-07-09,2022-08-04,26,0.91,Y,428
12548,13,2,Excavation for Foundations,Civil,2022-10-11,2022-11-11,31,2.98,Y,13
12549,13,3,Underground Drainage,Plumbing,2023-09-06,2023-10-04,28,2.2,Y,408
12550,13,2,Slab Shuttering and Pouring,Structural,2023-02-14,2023-02-22,8,1.6,Y,342
12551,13,1,Excavation for Foundations,Civil,2023-05-01,2023-05-11,10,1.51,Y,197
12552,13,2,Panel Installation,Electrical,2023-08-18,2023-08-28,10,2.83,Y,105
12553,13,3,Underground Drainage,Plumbing,2022-07-11,2022-08-18,38,2.74,Y,477
12554,13,2,Water Supply Line Installation,Plumbing,2022-05-15,2022-06-16,32,2.58,N,359
12555,13,3,Underground Drainage,Plumbing,2023-04-15,2023-05-10,25,0.41,N,237
12556,13,1,Internal Plastering,Finishing,2023-06-15,2023-07-02,17,1.62,N,301
12557,13,3,Water Supply Line Installation,Plumbing,2022-12-22,2023-01-28,37,2.41,Y,157
12558,13,4,Underground Drainage,Plumbing,2023-02-20,2023-03-17,25,2.85,N,396
12559,13,1,Internal Plastering,Finishing,2022-12-27,2023-01-23,27,0.95,N,434
12560,13,3,Conduit Laying,Electrical,2023-08-03,2023-08-18,15,2.25,N,498
12561,13,4,Internal Plastering,Finishing,2022-11-01,2022-12-10,39,0.87,N,268
12562,13,2,Slab Shuttering and Pouring,Structural,2023-08-07,2023-09-10,34,1.14,N,484
12563,13,3,Excavation for Foundations,Civil,2022-08-08,2022-09-05,28,2.14,Y,366
12564,13,2,Excavation for Foundations,Civil,2022-10-18,2022-11-08,21,1.53,N,285
12565,13,4,Beam Reinforcement Installation,Structural,2023-04-09,2023-04-30,21,1.51,N,397
12566,13,1,Internal Road Works,Civil,2023-03-09,2023-04-11,33,1.21,Y,165
12567,13,2,Excavation for Foundations,Civil,2022-03-25,2022-04-21,27,2.17,Y,272
12568,13,3,Underground Drainage,Plumbing,2022-08-12,2022-08-21,9,0.33,Y,194
12569,13,3,Underground Drainage,Plumbing,2022-07-02,2022-07-24,22,2.99,N,87
12570,13,3,Internal Road Works,Civil,2022-12-30,2023-01-10,11,2.91,Y,276
12571,13,1,Site Clearing and Grading,Civil,2023-09-22,2023-10-02,10,2.23,Y,255
12572,13,1,Internal Plastering,Finishing,2023-02-18,2023-03-12,22,2.79,Y,47
12573,13,1,Column Casting,Structural,2022-11-12,2022-12-12,30,2.71,N,492
12574,13,1,Water Supply Line Installation,Plumbing,2022-07-12,2022-07-29,17,2.22,Y,437
12575,13,3,Conduit Laying,Electrical,2023-05-07,2023-06-05,29,2.01,Y,419
12576,13,2,Backfilling and Compaction,Civil,2022-09-25,2022-10-29,34,0.64,N,60
12577,13,1,Excavation for Foundations,Civil,2022-06-19,2022-07-29,40,1.45,Y,203
12578,13,3,Conduit Laying,Electrical,2023-07-06,2023-07-24,18,0.5,Y,219
12579,13,3,Conduit Laying,Electrical,2023-06-03,2023-06-17,14,2.32,Y,498
12580,13,1,Underground Drainage,Plumbing,2022-04-19,2022-05-25,36,2.76,N,421
12581,13,1,Floor Tiling,Finishing,2022-05-02,2022-05-30,28,2.48,N,419
12582,13,2,Beam Reinforcement Installation,Structural,2022-03-10,2022-03-20,10,2.66,Y,387
12583,13,4,Internal Road Works,Civil,2023-03-23,2023-04-10,18,0.42,Y,176
12584,13,1,Water Supply Line Installation,Plumbing,2022-06-04,2022-06-25,21,2.31,N,377
12585,13,4,Internal Road Works,Civil,2022-06-30,2022-07-15,15,1.03,Y,2
12586,13,1,Slab Shuttering and Pouring,Structural,2023-01-09,2023-01-27,18,0.34,N,316
12587,13,4,Panel Installation,Electrical,2022-07-13,2022-07-31,18,0.94,Y,385
12588,13,1,Internal Plastering,Finishing,2023-02-22,2023-03-18,24,2.27,Y,311
12589,13,1,Slab Shuttering and Pouring,Structural,2022-10-05,2022-11-05,31,2.89,N,373
12590,13,3,Water Supply Line Installation,Plumbing,2023-06-19,2023-07-27,38,2.37,Y,19
12591,13,1,Column Casting,Structural,2022-07-24,2022-08-12,19,2.4,N,148
12592,13,1,Internal Plastering,Finishing,2023-08-16,2023-09-24,39,1.02,Y,429
12593,13,3,Panel Installation,Electrical,2023-01-05,2023-02-01,27,1.31,Y,203
12594,13,2,Underground Drainage,Plumbing,2022-08-01,2022-09-06,36,2.9,N,253
12595,13,1,Conduit Laying,Electrical,2023-07-27,2023-08-18,22,1.37,N,426
12596,13,1,Floor Tiling,Finishing,2022-07-06,2022-08-06,31,2.97,N,304
12597,13,4,Backfilling and Compaction,Civil,2023-05-31,2023-06-12,12,2.75,Y,42
12598,13,3,Column Casting,Structural,2023-01-26,2023-02-13,18,2.64,Y,301
12599,13,1,Water Supply Line Installation,Plumbing,2022-09-27,2022-10-20,23,1.95,Y,2
12600,13,4,Backfilling and Compaction,Civil,2022-08-07,2022-09-16,40,2.78,N,20
12601,13,1,Floor Tiling,Finishing,2023-10-12,2023-11-08,27,2.33,N,343
12602,13,4,Internal Plastering,Finishing,2022-06-04,2022-07-12,38,0.37,N,496
12603,13,4,Internal Plastering,Finishing,2023-09-30,2023-11-04,35,2.46,Y,275
12604,13,1,Floor Tiling,Finishing,2023-09-14,2023-09-23,9,2.94,Y,116
12605,13,3,Underground Drainage,Plumbing,2023-09-02,2023-10-10,38,2.1,Y,140
12606,13,1,Footing Reinforcement Fixing,Structural,2022-06-09,2022-06-17,8,0.8,N,438
12607,13,1,Cable Pulling,Electrical,2022-07-14,2022-08-12,29,1.92,N,101
12608,13,3,Painting and Polishing,Finishing,2022-11-02,2022-11-21,19,2.63,Y,249
12609,13,3,Excavation for Foundations,Civil,2023-03-29,2023-04-13,15,2.98,N,495
12610,13,1,Panel Installation,Electrical,2022-06-02,2022-06-27,25,2.73,Y,149
12611,13,3,Floor Tiling,Finishing,2023-01-09,2023-02-06,28,1.99,Y,451
12612,13,4,Floor Tiling,Finishing,2023-09-09,2023-09-21,12,2.81,N,188
12613,13,2,Backfilling and Compaction,Civil,2022-07-05,2022-08-07,33,2.94,Y,482
12614,13,3,Cable Pulling,Electrical,2023-07-24,2023-08-21,28,2.72,Y,186
12615,13,4,Water Supply Line Installation,Plumbing,2022-08-03,2022-09-06,34,0.34,N,226
12616,13,1,Column Casting,Structural,2022-06-12,2022-06-19,7,0.44,N,303
12617,13,2,Painting and Polishing,Finishing,2023-02-23,2023-03-22,27,1.32,Y,469
12618,13,4,Conduit Laying,Electrical,2023-03-14,2023-04-05,22,2.94,Y,309
12619,13,1,Water Supply Line Installation,Plumbing,2022-08-13,2022-08-22,9,1.27,N,419
12620,13,2,Beam Reinforcement Installation,Structural,2022-04-02,2022-04-17,15,2.08,N,40
12621,13,1,Painting and Polishing,Finishing,2022-10-19,2022-11-24,36,0.5,N,151
12622,13,3,Slab Shuttering and Pouring,Structural,2023-04-29,2023-06-07,39,1.89,Y,207
12623,13,4,Cable Pulling,Electrical,2023-08-07,2023-08-28,21,2.0,N,430
12624,13,1,Internal Road Works,Civil,2022-06-18,2022-07-20,32,2.6,N,11
12625,13,3,Column Casting,Structural,2022-04-16,2022-04-24,8,1.23,N,402
12626,13,3,Beam Reinforcement Installation,Structural,2023-06-19,2023-06-30,11,2.67,Y,318
12627,13,3,Panel Installation,Electrical,2022-09-20,2022-10-15,25,2.62,N,247
12628,13,2,Slab Shuttering and Pouring,Structural,2023-06-04,2023-07-11,37,0.61,N,482
12629,13,4,Underground Drainage,Plumbing,2023-05-21,2023-06-09,19,0.4,N,395
12630,13,4,Internal Plastering,Finishing,2022-08-11,2022-08-28,17,0.98,Y,324
12631,13,3,Internal Road Works,Civil,2022-08-19,2022-09-02,14,2.06,N,16
12632,13,4,Backfilling and Compaction,Civil,2023-02-23,2023-03-20,25,1.93,N,124
12633,13,1,Footing Reinforcement Fixing,Structural,2023-10-10,2023-10-20,10,0.85,N,250
12634,13,3,Slab Shuttering and Pouring,Structural,2022-10-16,2022-11-16,31,2.97,Y,261
12635,13,4,Underground Drainage,Plumbing,2023-07-10,2023-08-16,37,0.66,N,386
12636,13,1,Backfilling and Compaction,Civil,2022-05-23,2022-07-02,40,2.17,N,328
12637,13,2,Column Casting,Structural,2022-05-16,2022-06-18,33,2.97,N,66
12638,13,2,Conduit Laying,Electrical,2022-08-07,2022-09-13,37,2.46,Y,5
12639,13,3,Water Supply Line Installation,Plumbing,2023-06-25,2023-08-02,38,2.64,N,99
12640,13,4,Excavation for Foundations,Civil,2023-03-20,2023-04-04,15,0.37,N,145
12641,13,1,Underground Drainage,Plumbing,2023-07-13,2023-07-27,14,2.53,Y,116
12642,13,2,Painting and Polishing,Finishing,2023-01-06,2023-01-27,21,2.81,N,374
12643,13,4,Slab Shuttering and Pouring,Structural,2022-09-03,2022-10-06,33,2.69,Y,175
12644,13,2,Floor Tiling,Finishing,2022-08-15,2022-08-29,14,1.79,Y,47
12645,13,4,Floor Tiling,Finishing,2022-06-23,2022-07-20,27,1.34,N,284
12646,13,1,Footing Reinforcement Fixing,Structural,2023-03-05,2023-03-15,10,2.66,N,355
12647,13,1,Water Supply Line Installation,Plumbing,2022-10-10,2022-11-13,34,1.97,N,346
12648,13,4,Conduit Laying,Electrical,2023-02-04,2023-03-09,33,1.83,N,153
12649,13,3,Underground Drainage,Plumbing,2023-02-12,2023-02-26,14,0.81,Y,432
12650,13,1,Slab Shuttering and Pouring,Structural,2023-01-24,2023-02-10,17,0.84,N,73
12651,13,1,Panel Installation,Electrical,2022-09-08,2022-09-21,13,1.09,N,57
12652,13,2,Conduit Laying,Electrical,2022-09-15,2022-10-17,32,1.22,Y,68
12653,13,3,Conduit Laying,Electrical,2022-09-09,2022-10-05,26,0.9,N,468
12654,13,1,Water Supply Line Installation,Plumbing,2022-05-06,2022-06-07,32,2.11,Y,43
12655,13,2,Floor Tiling,Finishing,2022-06-02,2022-06-26,24,2.09,Y,441
12656,13,3,Internal Plastering,Finishing,2023-03-06,2023-04-02,27,2.0,Y,96
12657,13,3,Backfilling and Compaction,Civil,2022-12-13,2023-01-04,22,1.25,Y,165
12658,13,4,Painting and Polishing,Finishing,2022-08-01,2022-09-10,40,1.0,N,390
12659,13,3,Excavation for Foundations,Civil,2023-03-28,2023-05-02,35,0.61,N,20
12660,13,1,Excavation for Foundations,Civil,2023-10-09,2023-10-27,18,2.46,N,147
12661,13,3,Backfilling and Compaction,Civil,2023-08-24,2023-09-20,27,0.87,N,152
12662,13,3,Underground Drainage,Plumbing,2022-08-02,2022-08-31,29,1.12,N,348
12663,13,2,Slab Shuttering and Pouring,Structural,2022-07-27,2022-09-01,36,0.42,Y,297
12664,13,2,Slab Shuttering and Pouring,Structural,2022-07-01,2022-08-09,39,1.63,Y,114
12665,13,2,Panel Installation,Electrical,2023-07-26,2023-08-18,23,2.15,N,263
12666,13,1,Conduit Laying,Electrical,2022-12-03,2022-12-18,15,2.35,Y,300
12667,13,3,Underground Drainage,Plumbing,2023-02-06,2023-03-04,26,1.44,N,120
12668,13,4,Internal Road Works,Civil,2023-01-30,2023-02-27,28,0.71,N,105
12669,13,1,Excavation for Foundations,Civil,2023-01-03,2023-01-13,10,2.7,Y,143
12670,13,2,Painting and Polishing,Finishing,2022-09-09,2022-10-05,26,1.57,Y,394
12671,13,4,Water Supply Line Installation,Plumbing,2023-02-06,2023-02-28,22,2.66,Y,54
12672,13,1,Internal Road Works,Civil,2023-07-14,2023-08-17,34,0.68,N,145
12673,13,2,Floor Tiling,Finishing,2023-04-15,2023-04-24,9,0.48,Y,1
12674,13,3,Footing Reinforcement Fixing,Structural,2023-06-26,2023-07-15,19,2.43,N,224
12675,13,2,Backfilling and Compaction,Civil,2022-12-27,2023-01-22,26,2.44,N,392
12676,13,2,Cable Pulling,Electrical,2023-05-20,2023-05-27,7,1.88,N,57
12677,13,4,Underground Drainage,Plumbing,2022-07-25,2022-08-27,33,0.97,Y,221
12678,13,4,Slab Shuttering and Pouring,Structural,2022-05-08,2022-06-15,38,2.02,N,466
12679,13,4,Internal Road Works,Civil,2023-02-26,2023-03-09,11,1.39,N,345
12680,13,2,Cable Pulling,Electrical,2022-07-06,2022-08-11,36,0.4,N,330
12681,13,1,Cable Pulling,Electrical,2023-04-07,2023-04-15,8,0.41,Y,34
12682,13,2,Internal Plastering,Finishing,2022-12-14,2023-01-05,22,1.84,Y,353
