dependency_id,project_id,predecessor_task_id,successor_task_id,dependency_type,lag_days,critical_dependency_flag
1560,8,11374,11577,FF,5,Y
1561,11,15465,12259,SS,4,Y
1562,3,11588,10579,SS,5,Y
1563,11,12009,12298,FF,1,N
1564,19,14204,13862,FF,1,N
1565,6,13811,11259,FF,1,Y
1566,23,11910,14678,FS,0,N
1567,26,12319,15237,SS,4,Y
1568,24,13012,14796,FS,2,N
1569,7,12114,11313,SS,2,N
1570,2,10077,10362,FF,4,N
1571,10,15544,11941,FS,4,N
1572,20,13714,14161,FS,4,Y
1573,17,11331,13372,SS,4,N
1574,16,10596,13243,FS,0,N
1575,18,15012,13561,FS,5,Y
1576,20,14004,14080,FS,4,N
1577,9,11115,11803,SS,2,Y
1578,8,15742,11650,FS,1,Y
1579,12,12490,12454,FF,3,N
1580,25,13055,15164,SS,5,Y
1581,28,12204,15619,FF,4,N
1582,11,11164,12243,SS,3,Y
1583,18,11965,13619,FS,1,Y
1584,25,10404,15002,SS,2,N
1585,19,15393,13786,SS,0,Y
1586,23,15364,14697,SS,3,N
1587,21,13288,14283,SS,4,Y
1588,12,12631,12463,SS,2,Y
1589,11,13441,12245,FS,1,Y
1590,22,10687,14389,SS,5,N
1591,1,14365,10010,SS,1,Y
1592,16,10574,13133,FF,2,Y
1593,3,15472,10406,FF,0,Y
1594,5,13829,10874,FF,3,N
1595,15,12479,13067,FF,5,N
1596,19,13237,13790,SS,5,Y
1597,22,15375,14425,SS,0,Y
1598,19,13487,13894,FS,1,N
1599,28,11904,15729,FF,2,Y
1600,17,11583,13414,SS,4,Y
1601,25,15555,15167,FF,4,N
1602,26,11956,15232,SS,3,N
1603,14,10507,12750,FS,3,N
1604,8,11062,11628,FF,3,Y
1605,15,10634,13060,FS,5,N
1606,13,14647,12587,SS,2,N
1607,4,14244,10856,FF,3,Y
1608,3,13289,10446,SS,4,Y
1609,20,14412,14160,FF,3,N
1610,26,11635,15243,SS,2,Y
1611,7,11657,11430,FS,0,Y
1612,2,11105,10285,FF,1,N
1613,24,12447,14785,FF,4,N
1614,14,12187,12739,FF,4,Y
1615,23,10676,14619,SS,2,Y
1616,28,15550,15693,FF,3,Y
1617,27,12360,15513,SS,4,N
1618,19,10120,13899,SS,1,N
1619,13,13324,12655,FS,0,N
1620,10,13249,12118,FF,3,Y
1621,8,15513,11545,FF,3,N
1622,12,11999,12426,FS,1,Y
1623,28,11256,15642,FF,0,Y
1624,25,12558,15107,FF,3,Y
1625,16,14935,13272,FF,2,Y
1626,19,13607,13737,FF,5,N
1627,26,10552,15400,FS,2,N
1628,24,14063,14866,FS,1,N
1629,6,15149,11145,SS,4,N
1630,8,12205,11713,FF,4,Y
1631,17,13579,13418,FS,5,N
1632,21,10718,14267,FS,0,Y
1633,14,14897,12926,SS,0,N
1634,6,15316,11257,FF,3,N
1635,3,14750,10499,FS,0,N
1636,9,11349,11815,SS,1,N
1637,10,10577,11926,FS,4,Y
1638,15,14743,13071,FS,1,N
1639,8,12175,11722,FS,3,N
1640,15,14226,12984,FS,3,N
1641,2,11133,10380,SS,2,N
1642,22,14052,14507,SS,2,N
1643,11,13343,12154,FF,4,N
1644,15,10718,12958,FS,4,N
1645,10,15452,12029,FS,1,Y
1646,26,11502,15391,FF,1,N
1647,20,15084,14169,FS,2,N
1648,15,10323,13024,FF,4,N
1649,5,13980,11053,FF,4,N
1650,1,10149,10191,FS,1,Y
1651,4,14192,10741,FS,1,Y
1652,11,13594,12270,FS,5,Y
1653,8,10042,11721,SS,2,Y
1654,20,13920,14152,FF,2,N
1655,12,12010,12377,FF,1,Y
1656,11,11052,12153,SS,2,Y
1657,19,14607,13853,SS,1,N
1658,20,14230,14164,FS,3,Y
1659,8,10135,11550,FS,1,Y
1660,3,15195,10487,FF,1,Y
1661,26,14461,15238,SS,1,N
1662,22,11485,14492,SS,5,N
1663,27,14025,15585,SS,3,N
1664,27,12980,15563,FS,4,Y
1665,26,14858,15266,FF,2,N
1666,1,11385,10141,FS,5,N
1667,21,13708,14266,SS,3,Y
1668,1,11159,10209,SS,0,N
1669,14,14482,12889,SS,1,N
1670,2,14450,10315,FF,0,N
1671,13,13321,12676,SS,2,N
1672,22,10945,14410,FF,3,N
1673,20,12455,14013,SS,0,Y
1674,1,15611,10151,FS,4,N
1675,1,14391,10023,FF,0,Y
1676,25,13774,15025,FS,4,N
1677,14,11054,12883,FF,5,Y
1678,7,11450,11332,FF,3,Y
1679,21,15106,14203,FF,5,N
1680,13,14197,12572,FF,5,N
1681,4,12861,10658,FS,2,N
1682,2,12700,10308,FF,1,N
1683,11,12577,12255,SS,0,N
1684,7,15039,11383,SS,2,N
1685,13,15507,12589,SS,4,Y
1686,7,12104,11335,FS,0,N
1687,20,13837,14085,FS,3,N
1688,23,15681,14589,SS,1,N
1689,10,12165,12002,SS,2,N
1690,26,15647,15261,FF,0,Y
1691,10,10763,11972,SS,5,Y
1692,19,13588,13781,FS,3,Y
1693,18,10941,13733,FF,5,Y
1694,9,15001,11833,SS,3,N
1695,20,15296,14176,FS,5,N
1696,12,13103,12482,FF,0,N
1697,19,12064,13763,FF,1,N
1698,5,14385,10940,FF,3,N
1699,23,13736,14736,SS,2,Y
1700,13,12068,12633,FF,1,Y
1701,28,13540,15705,SS,1,Y
1702,22,10033,14413,SS,1,Y
1703,20,11575,14057,SS,3,N
1704,24,14984,14761,FF,2,Y
1705,27,14069,15465,FF,2,Y
1706,8,13244,11527,FS,3,N
1707,15,10544,13061,FF,3,Y
1708,18,11585,13636,FF,2,Y
1709,8,13752,11528,FS,2,Y
1710,8,10629,11724,FF,0,Y
1711,27,10262,15531,SS,2,Y
1712,20,14561,14062,FF,2,Y
1713,20,12798,14148,SS,2,Y
1714,8,13372,11556,SS,0,Y
1715,28,11379,15688,FF,0,N
1716,3,14819,10421,SS,4,N
1717,4,10795,10762,SS,5,Y
1718,13,10642,12560,FS,1,N
1719,28,14436,15699,FS,2,Y
1720,11,11642,12158,FS,1,Y
1721,24,15638,14764,SS,2,N
1722,17,11929,13390,FS,4,N
1723,2,15432,10341,FS,5,Y
1724,22,12697,14403,FF,0,N
1725,28,13887,15646,FF,3,N
1726,22,10920,14536,FS,4,N
1727,17,11881,13439,FF,1,Y
1728,21,13170,14241,SS,2,N
1729,5,12003,10885,SS,3,N
1730,22,14010,14381,FS,5,N
1731,11,12204,12180,FS,3,N
1732,20,15370,14016,SS,0,N
1733,7,13762,11442,FF,2,N
1734,23,11163,14614,FS,1,N
1735,13,10471,12659,SS,5,N
1736,2,10605,10393,FF,3,N
1737,6,14659,11287,FS,2,Y
1738,18,10004,13567,SS,2,N
1739,13,10577,12622,SS,1,N
1740,28,12796,15689,FS,3,N
1741,8,11158,11546,SS,0,N
1742,4,13705,10711,FS,0,Y
1743,11,10002,12305,SS,3,Y
1744,1,15660,10099,FF,3,N
1745,27,11234,15546,FS,5,Y
1746,5,12985,10891,FF,3,Y
1747,26,14324,15421,FS,4,Y
1748,6,15732,11171,FS,5,N
1749,19,13304,13940,FS,5,N
1750,13,10662,12700,FS,5,Y
1751,5,12564,11040,SS,1,N
1752,28,10547,15706,SS,5,Y
1753,26,15642,15319,FS,0,Y
1754,14,11243,12800,FS,1,N
1755,6,12929,11154,FF,5,Y
1756,20,10858,14036,FS,4,Y
1757,5,13371,11063,FF,5,N
1758,19,14965,13770,FS,1,Y
1759,19,13718,13760,FS,1,Y
1760,26,12359,15254,FF,2,N
1761,15,12194,13016,FF,4,N
1762,20,11836,14005,FF,0,N
1763,7,11621,11466,SS,1,Y
1764,17,13485,13343,FS,1,Y
1765,26,14637,15235,FS,2,Y
1766,24,13684,14842,SS,3,N
1767,19,12713,13933,SS,3,N
1768,21,14709,14315,SS,1,N
1769,14,12805,12841,FF,3,Y
1770,4,13923,10671,SS,4,N
1771,6,15296,11263,FF,4,Y
1772,21,11625,14269,FF,4,Y
1773,4,12096,10714,FF,4,Y
1774,18,11057,13545,FS,1,N
1775,15,14757,13074,FF,4,N
1776,22,10998,14562,SS,5,N
1777,6,10833,11197,FF,4,N
1778,3,13985,10417,FF,0,Y
1779,19,11546,13855,FF,5,N
1780,18,13256,13573,FS,5,N
1781,13,10933,12721,SS,2,Y
1782,22,11910,14432,FS,0,N
1783,14,14007,12887,FS,1,N
1784,15,13246,12980,FF,3,N
1785,21,10519,14338,FS,2,Y
1786,10,15356,12102,FF,0,N
1787,21,10678,14205,FF,1,N
1788,19,14244,13746,SS,0,N
1789,25,11519,15058,FS,5,Y
1790,27,13954,15462,SS,0,N
1791,10,11770,12020,FF,4,Y
1792,13,15041,12656,FS,4,N
1793,18,13440,13633,FF,2,N
1794,25,12116,15030,FF,5,Y
1795,15,10531,12957,FF,2,N
1796,12,13407,12448,FS,5,N
1797,14,11300,12795,FF,3,N
1798,26,13729,15253,FS,5,N
1799,6,14218,11237,FF,0,N
1800,8,11663,11675,SS,3,N
1801,16,10127,13222,SS,2,Y
1802,8,12041,11704,FF,1,N
1803,11,15184,12316,FF,1,Y
1804,5,12298,10899,FS,3,N
1805,25,14988,15039,FF,5,N
1806,17,11430,13366,SS,5,Y
1807,24,14644,14843,SS,4,Y
1808,7,10625,11399,FS,4,Y
1809,1,12412,10201,FF,4,Y
1810,9,14363,11728,FF,1,Y
1811,20,10641,14151,SS,5,Y
1812,3,14185,10573,FS,2,Y
1813,13,15108,12733,FS,4,Y
1814,4,15290,10735,FS,0,Y
1815,20,14316,14068,FS,3,Y
1816,12,12525,12390,FF,2,Y
1817,6,15072,11207,SS,2,N
1818,12,13343,12437,FS,4,N
1819,24,14133,14837,SS,5,N
1820,13,14815,12647,SS,3,N
1821,6,13069,11230,FS,3,N
1822,14,11819,12785,FF,5,Y
1823,3,10289,10600,FF,1,Y
1824,18,14151,13653,FS,1,Y
1825,21,14815,14369,FF,5,Y
1826,10,12331,12080,SS,3,N
1827,16,13158,13215,FF,3,Y
1828,7,10695,11464,FF,1,N
1829,2,15568,10401,SS,4,N
1830,13,10976,12583,FF,5,Y
1831,16,12654,13131,FS,5,N
1832,9,15381,11777,SS,4,N
1833,9,12543,11885,SS,2,Y
1834,3,11227,10515,SS,1,N
1835,6,10848,11115,FS,1,Y
1836,2,11529,10399,SS,5,N
1837,27,13807,15498,FF,5,Y
1838,3,11221,10494,FS,5,Y
1839,24,12191,14823,SS,4,Y
1840,12,15432,12407,SS,4,Y
1841,5,12946,10994,SS,2,Y
1842,14,12253,12763,SS,1,N
1843,23,15061,14673,FS,0,Y
1844,4,13981,10815,FS,4,Y
1845,1,14497,10020,FF,4,N
1846,7,10556,11345,FS,4,N
1847,13,14508,12719,FS,0,N
1848,20,10810,14129,SS,2,N
1849,5,13446,10892,FS,0,N
1850,4,14801,10649,FF,5,Y
1851,8,15503,11506,SS,4,N
1852,24,11663,14880,FF,0,Y
1853,21,10616,14287,FF,1,N
1854,18,12951,13673,FS,0,N
1855,11,13509,12225,FS,0,N
1856,5,13239,11036,FF,3,N
1857,19,13712,13878,FS,0,N
1858,2,10476,10220,SS,0,N
1859,10,15208,11896,SS,4,Y
1860,15,12366,13080,SS,2,Y
1861,24,14229,14784,FF,5,N
1862,19,13148,13886,SS,5,N
1863,2,10364,10281,FS,3,N
1864,21,10198,14332,SS,5,N
1865,20,15397,14043,SS,2,N
1866,26,12493,15357,SS,1,Y
1867,18,10104,13660,FS,1,N
1868,1,14143,10134,FF,0,Y
1869,28,12276,15665,FF,1,N
1870,19,11325,13896,FF,2,N
1871,21,13774,14303,FF,5,Y
1872,25,12945,15136,SS,3,N
1873,4,12914,10739,SS,2,Y
1874,11,13720,12130,FF,2,N
1875,4,11455,10822,SS,5,Y
1876,11,10736,12227,SS,3,N
1877,11,13844,12281,SS,3,N
1878,22,12790,14393,FF,3,N
1879,8,12709,11510,SS,1,N
1880,7,11868,11415,SS,0,Y
1881,16,13948,13295,FS,1,N
1882,13,15213,12645,FS,0,N
1883,1,12853,10135,SS,0,N
1884,25,11773,15182,FS,2,Y
1885,15,12097,13064,SS,4,N
1886,1,12347,10001,FF,1,N
1887,17,14938,13470,SS,1,N
1888,12,14914,12444,FF,4,N
1889,10,12933,12036,FS,1,Y
1890,23,14938,14677,FF,0,Y
1891,3,13762,10601,FS,4,Y
1892,4,10470,10702,FF,0,Y
1893,8,10511,11702,FF,0,Y
1894,28,13567,15599,FS,5,N
1895,13,12233,12672,FF,5,Y
1896,25,10916,15055,FS,1,Y
1897,12,10155,12409,SS,2,Y
1898,2,11493,10277,FF,2,Y
1899,21,11056,14301,FF,2,Y
1900,14,11616,12786,FS,0,N
1901,23,11931,14660,SS,5,N
1902,9,15637,11792,SS,3,N
1903,10,14492,12018,SS,3,N
1904,24,11680,14864,FF,1,Y
1905,14,13334,12741,SS,0,Y
1906,21,13648,14322,SS,4,N
1907,4,11189,10855,SS,0,Y
1908,3,10351,10488,FF,1,N
1909,20,13996,14099,FF,3,Y
1910,11,12581,12317,FF,3,N
1911,1,14188,10182,SS,3,N
1912,3,11103,10593,FS,0,N
1913,16,10120,13185,FS,0,N
1914,8,14775,11609,FF,2,Y
1915,28,14006,15607,FF,2,N
1916,10,11946,12040,SS,1,Y
1917,23,12094,14634,SS,5,N
1918,1,12305,10100,FF,3,N
1919,14,14503,12863,FF,4,N
1920,21,10372,14340,FF,5,N
1921,28,14137,15743,FF,2,Y
1922,1,11104,10027,FS,3,N
1923,24,12589,14873,SS,5,N
1924,3,13159,10414,FS,0,N
1925,2,12406,10358,FF,4,Y
1926,28,10077,15648,FS,2,N
1927,16,11595,13214,FS,3,N
1928,18,14427,13557,SS,3,N
1929,22,10257,14495,FS,5,Y
1930,21,15426,14265,FF,5,Y
1931,22,14734,14524,FF,2,Y
1932,6,14306,11189,FS,2,N
1933,6,15670,11083,FF,4,N
1934,19,13774,13813,SS,1,N
1935,1,12696,10016,FF,5,Y
1936,1,10883,10204,SS,5,N
1937,1,10789,10037,SS,2,Y
1938,24,12426,14893,SS,1,N
1939,3,10131,10436,FF,3,N
1940,3,15179,10590,FF,1,Y
1941,6,11268,11075,SS,0,Y
1942,21,12552,14321,FS,4,N
1943,21,11168,14353,FS,1,N
1944,4,10653,10659,SS,5,Y
1945,7,11823,11454,FS,3,N
1946,2,14323,10335,SS,5,Y
1947,1,11351,10021,FS,0,N
1948,1,12434,10013,SS,4,Y
1949,24,10858,14759,FS,3,Y
1950,18,14017,13701,SS,0,N
1951,19,14206,13838,FS,3,Y
1952,9,15116,11756,FF,0,N
1953,14,12758,12937,FS,3,Y
1954,11,13807,12265,SS,2,Y
1955,23,11422,14641,FF,4,Y
1956,8,12457,11531,FF,4,N
1957,3,14350,10541,FS,2,Y
1958,20,11471,13992,SS,5,Y
1959,11,11780,12204,FS,1,Y
1960,16,15121,13203,SS,5,Y
1961,24,12294,14949,FF,2,Y
1962,10,13678,12028,FS,4,Y
1963,28,13754,15745,FS,4,N
1964,17,15679,13434,FS,0,Y
1965,22,15641,14552,SS,0,N
1966,16,14751,13270,FS,1,N
1967,11,12318,12162,FS,5,Y
1968,8,14208,11496,FF,0,Y
1969,17,15026,13404,SS,2,N
1970,3,11395,10581,FS,4,Y
1971,18,11249,13671,FF,1,N
1972,24,12883,14879,FS,1,Y
1973,27,12087,15439,FS,1,N
1974,27,11845,15539,FS,3,N
1975,3,11598,10480,FF,4,N
1976,10,10145,11922,FS,1,Y
1977,9,10855,11802,FF,1,Y
1978,21,10117,14254,FF,3,Y
1979,22,13056,14434,FF,1,N
1980,27,14844,15443,FS,0,N
1981,1,13823,10064,FS,4,Y
1982,7,12156,11338,FF,0,Y
1983,16,10137,13191,SS,2,Y
1984,4,11714,10790,FF,5,N
1985,14,12788,12890,SS,3,Y
1986,27,12230,15436,SS,1,Y
1987,26,11801,15201,FF,3,N
1988,22,11537,14505,FF,1,Y
1989,16,12068,13174,SS,3,Y
1990,6,13648,11122,FS,3,N
1991,2,11039,10260,SS,0,N
1992,10,13374,11969,FF,4,Y
1993,4,10781,10706,SS,4,N
1994,11,13688,12200,FS,3,Y
1995,18,10102,13599,FS,0,N
1996,26,15481,15419,FS,5,N
1997,10,10199,11981,FF,2,Y
1998,3,10817,10440,SS,2,N
1999,13,13853,12563,SS,3,Y
2000,24,10080,14937,FS,4,Y
2001,12,15605,12475,FS,3,N
2002,18,14903,13622,SS,5,N
2003,13,12504,12569,FS,4,N
2004,5,12121,10925,FS,2,Y
2005,20,14617,14130,SS,5,Y
2006,13,13663,12627,SS,1,N
2007,8,10201,11689,SS,4,N
2008,27,14599,15450,SS,4,N
2009,17,14617,13362,FF,2,Y
2010,12,13852,12389,FS,1,N
2011,27,14985,15473,SS,1,Y
2012,3,13928,10513,FS,2,Y
2013,20,12709,14100,FS,5,N
2014,13,14754,12559,SS,5,N
2015,6,12276,11135,SS,3,N
2016,23,14921,14684,FS,4,N
2017,6,15070,11109,FS,3,Y
2018,18,10049,13520,FF,3,Y
2019,20,15742,14082,FF,4,Y
2020,26,11032,15372,FF,3,N
2021,7,10253,11448,FF,0,N
2022,22,11197,14511,FS,3,N
2023,21,12002,14259,FF,3,N
2024,28,12552,15628,FF,4,N
2025,17,13221,13351,SS,3,N
2026,3,13027,10588,FF,0,N
2027,12,12692,12493,SS,5,Y
2028,4,10890,10769,FF,5,Y
2029,13,12795,12557,SS,1,N
2030,6,12208,11086,FF,1,Y
2031,27,12089,15553,SS,3,Y
2032,13,12276,12686,FF,2,N
2033,16,10010,13151,FF,3,Y
2034,10,10998,11920,FS,1,Y
2035,21,11853,14227,SS,0,N
2036,15,11938,13033,FF,2,N
2037,10,13324,11916,FF,1,Y
2038,4,11640,10796,FF,3,Y
2039,11,14210,12236,FS,3,Y
2040,15,14504,13045,SS,0,N
2041,13,14985,12558,SS,2,N
2042,7,10431,11339,SS,3,N
2043,11,13822,12262,SS,0,Y
2044,18,12119,13632,FF,4,Y
2045,3,14396,10638,FS,4,N
2046,20,10491,13976,FF,4,Y
2047,2,12373,10333,SS,5,N
2048,17,10950,13475,FF,0,Y
2049,16,13123,13304,FF,4,N
2050,7,13105,11326,FS,0,N
2051,24,11736,14886,SS,5,N
2052,22,12031,14404,FS,2,Y
2053,17,14797,13450,FS,4,N
2054,1,13613,10158,SS,2,Y
2055,3,11918,10439,SS,4,N
2056,15,13378,13018,FF,0,Y
2057,8,12039,11570,FF,2,Y
2058,28,14748,15671,SS,4,N
2059,6,13723,11238,FF,4,Y
2060,24,15126,14770,FS,0,Y
2061,27,12448,15508,SS,3,N
2062,28,13424,15589,FS,4,N
2063,18,10909,13638,SS,1,Y
2064,23,11515,14608,FF,0,N
2065,24,10858,14845,SS,3,N
2066,14,11381,12846,FS,2,N
2067,25,11126,15137,FS,4,Y
2068,13,14207,12704,FF,2,Y
2069,24,14590,14929,SS,2,Y
2070,8,13868,11540,SS,0,Y
2071,24,11820,14780,SS,2,Y
2072,18,13482,13509,FS,2,N
2073,3,11301,10462,FS,4,Y
2074,14,12708,12757,FS,3,Y
2075,4,11159,10814,FS,0,N
2076,17,14377,13360,SS,0,Y
2077,12,12521,12520,SS,2,N
2078,9,13458,11794,SS,2,Y
2079,5,15225,11055,SS,2,N
2080,16,15056,13165,FS,3,N
2081,19,10238,13923,FF,1,N
2082,9,14192,11807,SS,2,Y
2083,23,11078,14666,SS,2,Y
2084,18,12139,13656,FF,4,N
2085,6,12838,11181,SS,2,Y
2086,24,13637,14917,SS,3,N
2087,4,14654,10737,FS,3,N
2088,25,12904,15113,FF,3,Y
2089,16,10943,13170,SS,5,N
2090,15,13943,13099,FF,4,N
2091,13,11585,12532,FF,4,Y
2092,4,10062,10690,SS,0,Y
2093,21,15641,14236,SS,2,Y
2094,8,15638,11534,FF,4,N
2095,1,10570,10192,FF,1,N
2096,4,14225,10653,FF,5,N
2097,20,12681,14081,SS,1,Y
2098,22,11618,14390,FS,3,N
2099,10,11706,12088,SS,0,N
2100,7,12536,11459,FS,1,Y
2101,14,10452,12906,FS,2,N
2102,25,11361,15074,FF,3,Y
2103,5,14555,10896,FF,1,Y
2104,22,12725,14466,FS,3,Y
2105,9,11634,11733,SS,2,N
2106,24,11059,14967,SS,4,Y
2107,1,14715,10128,FS,2,N
2108,11,13061,12288,SS,1,Y
2109,4,12027,10820,SS,3,Y
2110,14,10788,12859,FF,2,Y
2111,26,12801,15215,SS,5,Y
2112,1,11036,10031,SS,2,N
2113,10,11339,12117,FS,5,N
2114,26,13550,15321,FS,3,N
2115,12,14714,12497,FS,5,Y
2116,26,12694,15343,FS,1,N
2117,15,13003,12970,SS,5,Y
2118,19,10033,13841,FS,3,N
2119,14,11222,12927,SS,1,Y
2120,23,12345,14633,FS,2,N
2121,5,10182,10928,FS,0,Y
2122,11,14293,12210,FS,2,Y
2123,27,13880,15533,FS,5,N
2124,3,13018,10451,FS,3,N
2125,6,11263,11120,FS,1,N
2126,26,10113,15336,FF,5,Y
2127,9,14951,11782,FF,0,N
2128,15,15585,13120,FF,1,N
2129,2,10812,10325,FF,2,Y
2130,19,10142,13757,FS,4,Y
2131,18,12374,13601,FS,3,N
2132,3,14984,10457,FF,5,N
2133,7,15718,11354,SS,0,Y
2134,17,10923,13413,FS,5,Y
2135,25,14951,15052,SS,4,N
2136,17,11922,13431,SS,3,N
2137,21,10735,14300,FS,4,N
2138,26,12064,15258,FS,4,N
2139,18,10284,13506,FS,3,Y
2140,9,14534,11882,FF,0,N
2141,9,13706,11737,FS,5,N
2142,3,12855,10410,FS,2,N
2143,25,13148,15078,FF,1,N
2144,27,11049,15485,FS,4,N
2145,1,13858,10137,SS,1,Y
2146,11,13781,12129,FS,2,N
2147,28,13893,15610,FS,0,Y
2148,25,14764,15075,FS,5,Y
2149,11,12577,12290,SS,3,N
2150,4,14183,10802,FF,4,Y
2151,25,13024,15175,FF,4,Y
2152,22,14095,14462,FF,0,Y
2153,3,15447,10533,FS,1,N
2154,16,11339,13187,FS,5,Y
2155,16,11860,13123,SS,5,N
2156,15,13953,12990,SS,4,Y
2157,21,11943,14293,FS,2,Y
2158,3,10830,10540,FS,3,N
2159,13,15169,12576,FF,4,N
2160,20,10936,14172,FF,2,N
2161,15,11533,12946,FS,3,Y
2162,19,12850,13917,FS,0,N
2163,20,14431,14115,SS,4,Y
2164,1,14604,10035,FF,3,N
2165,15,15321,12974,FS,0,N
2166,14,12074,12774,FS,1,Y
2167,4,12071,10744,SS,5,N
2168,14,10011,12901,FS,5,N
2169,5,10477,10904,FF,3,Y
2170,23,12395,14725,FS,5,N
2171,2,15120,10263,SS,1,Y
2172,10,15192,11917,SS,2,Y
2173,13,13548,12538,FF,2,Y
2174,27,15348,15530,SS,2,Y
2175,12,14221,12451,SS,1,Y
2176,25,12058,15108,FS,2,Y
2177,27,10401,15575,FF,4,Y
2178,11,14549,12170,FS,2,Y
2179,20,12778,14032,FS,2,Y
2180,9,11580,11860,FF,1,N
2181,20,15190,14134,FF,1,Y
2182,21,15637,14244,FF,5,Y
2183,26,15496,15418,FF,4,N
2184,21,14024,14191,SS,1,N
2185,5,12205,10998,FS,3,Y
2186,12,12505,12380,FS,1,Y
2187,8,13296,11663,SS,5,Y
2188,15,13252,12988,FF,2,Y
2189,23,13761,14615,FS,5,Y
2190,13,15083,12579,SS,0,N
2191,10,12437,12082,FF,0,Y
2192,26,11674,15358,SS,4,Y
2193,26,12496,15313,FF,3,Y
2194,1,13543,10199,FS,3,N
2195,22,10667,14464,FS,4,Y
2196,10,10274,12064,FS,4,Y
2197,20,14758,14041,FS,1,N
2198,27,13156,15584,FF,4,Y
2199,9,14968,11845,SS,4,Y
2200,3,10964,10548,FS,1,Y
2201,18,13818,13687,FS,2,Y
2202,15,12097,12999,SS,3,Y
2203,3,14386,10565,FF,3,N
2204,4,11652,10695,FS,1,N
2205,20,13167,13988,SS,0,N
2206,12,10463,12351,FF,4,Y
2207,22,10009,14424,FF,5,Y
2208,5,15174,11051,SS,1,Y
2209,12,15535,12375,FS,0,Y
2210,4,12207,10705,SS,3,Y
2211,7,11667,11333,FS,2,Y
2212,24,10606,14804,SS,5,Y
2213,25,11191,15135,FS,4,N
2214,6,13923,11117,FF,2,N
2215,7,14964,11400,FF,1,Y
2216,26,11027,15217,SS,2,Y
2217,7,10072,11439,SS,0,Y
2218,14,15337,12807,FS,5,Y
2219,2,14742,10241,FF,4,N
2220,6,15035,11159,SS,0,N
2221,21,13293,14368,FF,2,Y
2222,3,14500,10456,FS,5,Y
2223,15,12557,13004,SS,5,Y
2224,13,15716,12596,FF,0,Y
2225,21,14681,14365,SS,3,Y
2226,10,11904,11894,FF,5,N
2227,4,14885,10728,FS,5,Y
2228,16,11925,13320,SS,2,N
2229,20,14623,14026,SS,3,Y
2230,16,15614,13220,FS,2,N
2231,4,11054,10823,FS,4,Y
2232,25,11059,15053,FF,4,Y
2233,5,11334,11006,SS,0,Y
2234,1,14911,10197,FF,4,Y
2235,25,12374,15024,FF,4,Y
2236,28,15717,15686,FS,0,Y
2237,26,13369,15267,FS,4,Y
2238,19,10739,13936,FS,4,Y
2239,14,11907,12749,FF,5,Y
2240,15,14726,13056,SS,1,Y
2241,25,13432,14982,FF,2,N
2242,14,15456,12826,SS,1,N
2243,13,11915,12726,FF,0,Y
2244,7,14191,11365,SS,1,N
2245,1,12358,10024,SS,5,N
2246,3,11191,10637,FF,4,Y
2247,26,10563,15286,FF,5,Y
2248,3,13317,10431,SS,0,Y
2249,4,11067,10721,FF,3,N
2250,15,10283,13113,FS,0,Y
2251,8,13876,11679,FF,0,N
2252,28,13114,15670,SS,3,N
2253,7,12690,11306,FF,3,Y
2254,14,12771,12784,FS,4,Y
2255,6,15740,11211,FS,3,Y
2256,11,10679,12148,FF,2,N
2257,12,12115,12464,FF,2,N
2258,23,11755,14730,FS,5,Y
2259,3,15088,10620,FF,2,N
2260,26,11939,15384,FF,4,N
2261,14,13331,12828,SS,2,Y
2262,26,15175,15333,FF,4,N
2263,25,14991,15020,FS,0,Y
2264,21,10508,14234,SS,5,Y
2265,15,10860,12956,SS,3,Y
2266,22,13459,14516,FS,0,N
2267,24,13575,14777,FS,4,Y
2268,10,11043,11933,FF,5,Y
2269,14,13554,12845,SS,1,Y
2270,14,12575,12938,FS,2,Y
2271,15,11961,12972,FF,4,N
2272,24,14635,14910,FF,3,N
2273,25,10963,15035,SS,2,N
2274,24,10541,14960,SS,2,N
2275,26,13511,15263,FF,3,Y
2276,4,14445,10718,FS,0,N
2277,17,14965,13485,FS,1,N
2278,21,15538,14199,FF,2,N
2279,23,11430,14632,SS,5,N
2280,3,15740,10528,FF,5,N
2281,10,13718,12054,FF,0,N
2282,8,10961,11658,SS,3,Y
2283,10,14834,11948,FS,0,Y
2284,21,12647,14310,FF,0,N
2285,24,15145,14788,FS,2,Y
2286,24,10332,14847,FF,4,Y
2287,14,15016,12743,FF,0,Y
2288,3,13639,10525,SS,5,Y
2289,18,12462,13692,FF,3,Y
2290,5,12335,10911,FF,2,Y
2291,20,15114,14079,FS,3,N
2292,3,12542,10504,FF,2,N
2293,19,10086,13740,SS,2,N
2294,1,11032,10125,FF,1,Y
2295,7,14011,11471,FS,3,N
2296,22,11893,14426,FF,0,N
2297,6,11286,11285,SS,4,Y
2298,6,10125,11095,SS,2,N
2299,20,15500,14145,FF,4,N
2300,9,13414,11775,FF,3,N
2301,6,13815,11213,FS,1,N
2302,6,13760,11184,FS,3,Y
2303,2,13117,10225,FS,3,N
2304,14,12593,12764,FS,5,Y
2305,10,13195,11952,FF,4,Y
2306,5,10672,11041,FF,1,N
2307,19,15455,13816,SS,0,Y
2308,20,14873,14017,FF,5,Y
2309,7,13815,11372,FS,4,Y
2310,17,13392,13376,FS,1,N
2311,4,14502,10685,SS,4,N
2312,4,14507,10828,FF,3,N
2313,3,13599,10633,FF,5,Y
